9,SELECT count(z.objid)
2019-01-15 02:52:00,1
2019-01-15 02:53:00,2
2019-01-15 02:55:00,2
2019-01-15 03:16:00,2
2019-01-15 03:17:00,1
2019-01-15 03:18:00,1
