945,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-01-15 10:12:00,1
2019-01-15 10:13:00,8
2019-01-15 10:14:00,14
2019-01-15 10:16:00,3
2019-01-15 10:17:00,8
2019-01-15 10:18:00,9
2019-01-15 10:19:00,19
2019-01-15 10:20:00,12
2019-01-15 10:21:00,16
2019-01-15 10:22:00,2
2019-01-15 10:23:00,6
2019-01-15 10:24:00,18
2019-01-15 10:25:00,14
2019-01-15 10:27:00,3
2019-01-15 10:28:00,10
2019-01-15 10:29:00,12
2019-01-15 10:30:00,14
2019-01-15 10:31:00,12
2019-01-15 10:32:00,16
2019-01-15 10:33:00,6
2019-01-15 10:35:00,10
2019-01-15 10:42:00,3
2019-01-15 10:43:00,9
2019-01-15 10:44:00,5
2019-01-15 10:46:00,1
2019-01-15 10:47:00,1
2019-01-15 10:48:00,1
2019-01-15 10:49:00,4
2019-01-15 10:55:00,1
2019-01-15 10:56:00,1
2019-01-15 10:57:00,8
2019-01-15 10:58:00,9
2019-01-15 10:59:00,7
2019-01-15 11:00:00,4
2019-01-15 11:01:00,1
2019-01-15 11:02:00,4
2019-01-15 11:03:00,7
2019-01-15 11:04:00,6
2019-01-15 11:05:00,7
2019-01-15 11:13:00,7
2019-01-15 11:14:00,5
2019-01-15 11:16:00,3
2019-01-15 11:17:00,4
2019-01-15 11:23:00,1
2019-01-15 11:24:00,28
2019-01-15 11:25:00,50
2019-01-15 11:26:00,48
2019-01-15 11:27:00,40
2019-01-15 11:28:00,40
2019-01-15 11:29:00,18
2019-01-15 11:32:00,1
2019-01-15 11:34:00,1
2019-01-15 11:36:00,2
2019-01-15 11:37:00,2
2019-01-15 11:38:00,1
2019-01-15 11:39:00,1
2019-01-15 11:40:00,2
2019-01-15 11:41:00,2
2019-01-15 11:42:00,1
2019-01-15 11:43:00,2
2019-01-15 11:44:00,1
2019-01-15 11:45:00,2
2019-01-15 11:46:00,2
2019-01-15 11:47:00,2
2019-01-15 11:48:00,1
2019-01-15 11:49:00,21
2019-01-15 11:50:00,47
2019-01-15 11:51:00,45
2019-01-15 11:52:00,39
2019-01-15 11:53:00,32
2019-01-15 11:54:00,33
2019-01-15 11:55:00,16
2019-01-15 11:56:00,2
2019-01-15 11:57:00,3
2019-01-15 11:58:00,3
2019-01-15 11:59:00,2
2019-01-15 12:00:00,4
2019-01-15 12:01:00,4
2019-01-15 12:02:00,2
2019-01-15 12:03:00,3
2019-01-15 12:04:00,2
2019-01-15 12:05:00,2
2019-01-15 12:07:00,2
2019-01-15 12:08:00,8
2019-01-15 12:09:00,2
2019-01-15 12:10:00,2
2019-01-15 12:11:00,2
2019-01-15 12:12:00,3
2019-01-15 12:13:00,3
2019-01-15 12:14:00,1
2019-01-15 12:15:00,2
2019-01-15 12:16:00,2
2019-01-15 12:17:00,9
2019-01-15 12:18:00,6
2019-01-15 12:19:00,3
2019-01-15 12:20:00,8
2019-01-15 12:21:00,9
2019-01-15 12:22:00,4
2019-01-15 12:23:00,4
2019-01-15 12:24:00,2
2019-01-15 12:25:00,4
2019-01-15 12:26:00,4
2019-01-15 12:27:00,5
2019-01-15 12:28:00,1
2019-01-15 12:29:00,2
2019-01-15 13:04:00,6
2019-01-15 13:05:00,1
2019-01-15 13:12:00,1
2019-01-15 13:13:00,7
2019-01-15 13:19:00,1
2019-01-15 13:33:00,1
2019-01-15 13:34:00,6
2019-01-15 13:35:00,8
2019-01-15 13:36:00,1
2019-01-15 19:20:00,6
