89,select * from fDocFunctionParams(&&&)
2019-01-15 00:46:00,1
2019-01-15 01:08:00,1
2019-01-15 01:27:00,1
2019-01-15 03:21:00,1
2019-01-15 06:44:00,1
2019-01-15 06:49:00,1
2019-01-15 07:51:00,1
2019-01-15 08:32:00,1
2019-01-15 10:02:00,2
2019-01-15 10:03:00,1
2019-01-15 10:09:00,1
2019-01-15 10:18:00,1
2019-01-15 10:47:00,1
2019-01-15 10:54:00,2
2019-01-15 10:56:00,1
2019-01-15 11:31:00,1
2019-01-15 11:37:00,1
2019-01-15 13:00:00,1
2019-01-15 15:09:00,1
2019-01-15 15:49:00,1
2019-01-15 20:22:00,1
2019-01-15 20:42:00,1
2019-01-15 20:57:00,2
2019-01-15 21:36:00,3
2019-01-15 21:37:00,4
2019-01-15 21:38:00,3
2019-01-15 21:39:00,4
2019-01-15 21:40:00,2
2019-01-15 21:41:00,5
2019-01-15 21:42:00,4
2019-01-15 21:43:00,4
2019-01-15 21:44:00,4
2019-01-15 21:45:00,3
2019-01-15 21:46:00,4
2019-01-15 21:47:00,5
2019-01-15 21:48:00,4
2019-01-15 21:49:00,5
2019-01-15 21:50:00,3
2019-01-15 21:51:00,5
2019-01-15 22:40:00,1
