2,"SELECT DISTINCT g.Name as Genre, mt.Name as type   FROM chinook.Track AS t     INNER JOIN chinook.MediaType AS mt     ON t.MediaTypeId = mt.MediaTypeId    INNER JOIN chinook.Genre as g     ON t.GenreId = g.GenreId"
2019-04-21 16:15:00,1
2019-04-21 16:17:00,1
