16,"SELECT Bytes, Milliseconds FROM chinook.Track"
2019-04-21 11:47:00,1
2019-04-21 11:48:00,1
2019-04-21 11:52:00,1
2019-04-21 11:53:00,3
2019-04-21 11:54:00,2
2019-04-21 11:55:00,4
2019-04-21 11:56:00,4
