2,"SELECT into mydb.abell1#_petromagu   objID, ra, dec, z, zErr, class,   petroMag_u, petroMag_g, petroMag_r, petroMag_i, petroMag_z,   extinction_u, extinction_g, extinction_r, extinction_i, extinction_z    FROM SpecPhotoAll      WHERE    ra > # and ra < # and dec > # and dec < #    AND class=&&&"
2019-04-21 07:23:00,1
2019-04-21 07:25:00,1
