571,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-21 00:02:00,2
2019-04-21 00:06:00,4
2019-04-21 00:08:00,4
2019-04-21 00:10:00,1
2019-04-21 00:11:00,1
2019-04-21 00:14:00,2
2019-04-21 00:20:00,1
2019-04-21 00:39:00,1
2019-04-21 00:44:00,1
2019-04-21 00:45:00,2
2019-04-21 00:46:00,1
2019-04-21 01:08:00,1
2019-04-21 01:10:00,2
2019-04-21 01:23:00,2
2019-04-21 01:24:00,1
2019-04-21 01:25:00,2
2019-04-21 01:30:00,1
2019-04-21 01:45:00,1
2019-04-21 01:47:00,2
2019-04-21 01:57:00,2
2019-04-21 02:04:00,1
2019-04-21 02:06:00,1
2019-04-21 02:07:00,1
2019-04-21 02:08:00,1
2019-04-21 02:09:00,1
2019-04-21 02:10:00,1
2019-04-21 02:12:00,1
2019-04-21 02:13:00,7
2019-04-21 02:15:00,6
2019-04-21 02:16:00,6
2019-04-21 02:21:00,1
2019-04-21 02:24:00,1
2019-04-21 02:25:00,6
2019-04-21 02:28:00,6
2019-04-21 02:34:00,6
2019-04-21 02:43:00,4
2019-04-21 02:47:00,1
2019-04-21 02:48:00,2
2019-04-21 02:50:00,2
2019-04-21 03:09:00,1
2019-04-21 03:19:00,1
2019-04-21 03:20:00,1
2019-04-21 03:21:00,1
2019-04-21 03:22:00,1
2019-04-21 03:26:00,1
2019-04-21 03:35:00,2
2019-04-21 03:57:00,1
2019-04-21 04:00:00,1
2019-04-21 04:06:00,1
2019-04-21 04:07:00,1
2019-04-21 04:08:00,1
2019-04-21 04:09:00,4
2019-04-21 04:11:00,1
2019-04-21 04:19:00,3
2019-04-21 04:20:00,2
2019-04-21 04:22:00,1
2019-04-21 04:23:00,6
2019-04-21 04:24:00,1
2019-04-21 04:27:00,6
2019-04-21 04:28:00,6
