1804,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-21 00:00:00,1
2019-04-21 00:01:00,1
2019-04-21 00:02:00,2
2019-04-21 00:03:00,1
2019-04-21 00:04:00,2
2019-04-21 00:06:00,4
2019-04-21 00:09:00,5
2019-04-21 00:10:00,1
2019-04-21 00:11:00,1
2019-04-21 00:12:00,2
2019-04-21 00:14:00,2
2019-04-21 00:16:00,3
2019-04-21 00:18:00,2
2019-04-21 00:20:00,3
2019-04-21 00:21:00,1
2019-04-21 00:24:00,5
2019-04-21 00:25:00,1
2019-04-21 00:27:00,2
2019-04-21 00:29:00,4
2019-04-21 00:33:00,4
2019-04-21 00:36:00,4
2019-04-21 00:38:00,2
2019-04-21 00:39:00,1
2019-04-21 00:40:00,1
2019-04-21 00:41:00,2
2019-04-21 00:43:00,2
2019-04-21 00:44:00,1
2019-04-21 00:45:00,2
2019-04-21 00:47:00,1
2019-04-21 00:49:00,4
2019-04-21 00:51:00,3
2019-04-21 00:52:00,1
2019-04-21 00:56:00,5
2019-04-21 00:58:00,2
2019-04-21 01:01:00,4
2019-04-21 01:04:00,4
2019-04-21 01:06:00,1
2019-04-21 01:07:00,2
2019-04-21 01:08:00,1
2019-04-21 01:09:00,1
2019-04-21 01:10:00,2
2019-04-21 01:12:00,2
2019-04-21 01:13:00,1
2019-04-21 01:14:00,2
2019-04-21 01:16:00,2
2019-04-21 01:17:00,1
2019-04-21 01:18:00,2
2019-04-21 01:19:00,1
2019-04-21 01:20:00,2
2019-04-21 01:21:00,1
2019-04-21 01:22:00,1
2019-04-21 01:23:00,2
2019-04-21 01:24:00,1
2019-04-21 01:26:00,2
2019-04-21 01:28:00,2
2019-04-21 01:29:00,2
2019-04-21 01:30:00,1
2019-04-21 01:31:00,1
2019-04-21 01:37:00,2
2019-04-21 01:39:00,3
2019-04-21 01:40:00,2
2019-04-21 01:42:00,3
2019-04-21 01:43:00,1
2019-04-21 01:45:00,2
2019-04-21 01:46:00,1
2019-04-21 01:47:00,2
2019-04-21 01:48:00,1
2019-04-21 01:49:00,2
2019-04-21 01:50:00,1
2019-04-21 01:51:00,1
2019-04-21 01:52:00,2
2019-04-21 01:54:00,3
2019-04-21 01:56:00,2
2019-04-21 01:58:00,2
