23,select * from emissionLinesPort where specObjId=#
2019-04-21 00:38:00,1
2019-04-21 01:39:00,1
2019-04-21 01:51:00,1
2019-04-21 04:57:00,1
2019-04-21 08:25:00,1
2019-04-21 10:13:00,1
2019-04-21 10:35:00,1
2019-04-21 10:46:00,1
2019-04-21 12:28:00,1
2019-04-21 12:34:00,1
2019-04-21 12:51:00,1
2019-04-21 13:25:00,1
2019-04-21 13:42:00,1
2019-04-21 14:41:00,1
2019-04-21 16:40:00,1
2019-04-21 16:48:00,1
2019-04-21 17:43:00,1
2019-04-21 18:34:00,1
2019-04-21 19:17:00,1
2019-04-21 21:32:00,1
2019-04-21 21:59:00,1
2019-04-21 22:52:00,1
2019-04-21 22:54:00,1
