21,"select * from   openquery([#.#],&&&'paac_jhu_#&&&') a"
2019-04-21 07:31:00,1
2019-04-21 07:34:00,1
2019-04-21 07:35:00,1
2019-04-21 07:36:00,2
2019-04-21 07:43:00,2
2019-04-21 08:10:00,1
2019-04-21 08:13:00,1
2019-04-21 08:14:00,4
2019-04-21 08:15:00,3
2019-04-21 08:16:00,1
2019-04-21 08:18:00,1
2019-04-21 08:19:00,1
2019-04-21 08:20:00,2
