30,select * from wise_xmatch x join wise_allsky a on x.wise_cntr=a.cntr where x.sdss_objid=#
2019-04-21 01:09:00,1
2019-04-21 06:25:00,1
2019-04-21 08:03:00,1
2019-04-21 08:51:00,9
2019-04-21 08:52:00,5
2019-04-21 09:35:00,1
2019-04-21 11:55:00,1
2019-04-21 12:43:00,1
2019-04-21 12:45:00,1
2019-04-21 15:13:00,1
2019-04-21 15:44:00,1
2019-04-21 16:28:00,1
2019-04-21 17:21:00,1
2019-04-21 17:49:00,1
2019-04-21 20:25:00,1
2019-04-21 22:31:00,1
2019-04-21 22:52:00,1
2019-04-21 23:24:00,1
