103,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-10 00:05:00,1
2019-06-10 11:05:00,16
2019-06-10 11:30:00,13
2019-06-10 11:35:00,1
2019-06-10 13:30:00,2
2019-06-10 14:05:00,2
2019-06-10 16:05:00,4
2019-06-10 16:25:00,7
2019-06-10 17:05:00,1
2019-06-10 17:25:00,30
2019-06-10 17:26:00,7
2019-06-10 18:05:00,1
2019-06-10 18:30:00,10
2019-06-10 19:31:00,1
2019-06-10 21:05:00,1
2019-06-10 22:05:00,1
2019-06-10 22:30:00,1
2019-06-10 22:35:00,1
2019-06-10 23:05:00,2
2019-06-10 23:30:00,1
