708,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-06-10 12:43:00,2
2019-06-10 12:44:00,2
2019-06-10 12:45:00,2
2019-06-10 12:46:00,1
2019-06-10 12:47:00,1
2019-06-10 22:29:00,32
2019-06-10 22:30:00,60
2019-06-10 22:31:00,8
2019-06-10 23:09:00,14
2019-06-10 23:10:00,58
2019-06-10 23:11:00,28
2019-06-10 23:32:00,41
2019-06-10 23:33:00,59
2019-06-10 23:34:00,63
2019-06-10 23:35:00,61
2019-06-10 23:36:00,62
2019-06-10 23:37:00,56
2019-06-10 23:38:00,60
2019-06-10 23:39:00,61
2019-06-10 23:40:00,37
