198,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-10 03:54:00,1
2019-06-10 04:40:00,1
2019-06-10 04:41:00,1
2019-06-10 04:44:00,1
2019-06-10 13:00:00,1
2019-06-10 13:01:00,3
2019-06-10 13:03:00,2
2019-06-10 13:04:00,3
2019-06-10 13:05:00,5
2019-06-10 13:07:00,11
2019-06-10 13:08:00,3
2019-06-10 13:09:00,1
2019-06-10 13:12:00,1
2019-06-10 13:34:00,1
2019-06-10 13:40:00,2
2019-06-10 13:43:00,2
2019-06-10 13:54:00,8
2019-06-10 13:58:00,1
2019-06-10 13:59:00,4
2019-06-10 14:03:00,5
2019-06-10 14:07:00,4
2019-06-10 14:10:00,4
2019-06-10 14:11:00,2
2019-06-10 14:15:00,12
2019-06-10 14:16:00,1
2019-06-10 14:19:00,6
2019-06-10 14:21:00,3
2019-06-10 14:24:00,10
2019-06-10 14:25:00,2
2019-06-10 14:27:00,7
2019-06-10 14:33:00,1
2019-06-10 14:34:00,16
2019-06-10 14:35:00,16
2019-06-10 14:36:00,6
2019-06-10 14:42:00,1
2019-06-10 14:43:00,13
2019-06-10 14:44:00,18
2019-06-10 14:45:00,12
2019-06-10 14:59:00,1
2019-06-10 15:00:00,2
2019-06-10 15:12:00,1
2019-06-10 16:59:00,1
2019-06-10 20:03:00,1
2019-06-10 20:34:00,1
