34,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-06-10 07:49:00,2
2019-06-10 07:50:00,2
2019-06-10 07:51:00,2
2019-06-10 07:52:00,1
2019-06-10 07:54:00,2
2019-06-10 07:55:00,2
2019-06-10 07:56:00,1
2019-06-10 07:57:00,1
2019-06-10 23:20:00,1
2019-06-10 23:21:00,1
2019-06-10 23:25:00,1
2019-06-10 23:40:00,1
2019-06-10 23:41:00,1
2019-06-10 23:42:00,2
2019-06-10 23:43:00,1
2019-06-10 23:49:00,1
2019-06-10 23:51:00,2
2019-06-10 23:52:00,1
2019-06-10 23:53:00,1
2019-06-10 23:54:00,1
2019-06-10 23:55:00,2
2019-06-10 23:56:00,2
2019-06-10 23:57:00,2
2019-06-10 23:58:00,1
