44,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-06-10 04:51:00,1
2019-06-10 05:39:00,2
2019-06-10 07:48:00,1
2019-06-10 09:15:00,1
2019-06-10 09:16:00,1
2019-06-10 09:17:00,1
2019-06-10 09:28:00,2
2019-06-10 09:41:00,1
2019-06-10 09:43:00,1
2019-06-10 09:48:00,2
2019-06-10 09:49:00,1
2019-06-10 09:54:00,1
2019-06-10 09:55:00,1
2019-06-10 10:17:00,10
2019-06-10 10:35:00,2
2019-06-10 15:11:00,2
2019-06-10 16:53:00,10
2019-06-10 17:15:00,1
2019-06-10 22:20:00,1
2019-06-10 22:23:00,1
2019-06-10 22:24:00,1
