3,"select top # s.bestObjID, s.ra, s.dec, s.fluxObjID,   s.z,  s.zErr,    p.fiber2Mag_z, p.fiber2MagErr_z,   p.petroMag_z,  p.petroMagErr_z,   p.petroR5#_z, p.petroR5#Err_z,    p.petroR5#_g,  p.petroR5#Err_g,   p.petroR5#_r, p.petroR5#Err_r,   p.petroR5#_i, p.petroR5#Err_i,      p.petroRad_g,  p.petroRadErr_g,   p.petroRad_r, p.petroRadErr_r,   p.petroRad_i, p.petroRadErr_i,   p.petroRad_z, p.petroRadErr_z,   s.z_noqso, s.zErr_noqso  from SpecObj as s join PhotoObj as p    on s.bestObjID =p.objID   where    class=&&&    and p.mode = # and p.clean = # and s.programname IN (&&&)       and s.zErr >= # AND s.z > #       and ABS(s.zErr/s.z) <= #       and p.fiberMag_g <> # AND p.fiberMag_g <> # AND p.fiberMag_r <> #  AND p.fiberMag_i <> # AND p.fiberMag_z <> #"
2019-06-10 08:06:00,1
2019-06-10 08:07:00,2
