3450,select * from FramePathProcessing where processed = # ORDER BY Id
2019-06-10 12:24:00,10
2019-06-10 12:25:00,32
2019-06-10 12:26:00,32
2019-06-10 12:27:00,32
2019-06-10 12:28:00,32
2019-06-10 12:29:00,32
2019-06-10 12:30:00,32
2019-06-10 12:31:00,32
2019-06-10 12:32:00,16
2019-06-10 12:33:00,10
2019-06-10 12:34:00,16
2019-06-10 12:35:00,13
2019-06-10 12:36:00,14
2019-06-10 12:37:00,15
2019-06-10 12:38:00,15
2019-06-10 12:39:00,14
2019-06-10 12:40:00,14
2019-06-10 12:41:00,13
2019-06-10 12:42:00,12
2019-06-10 12:43:00,15
2019-06-10 12:44:00,15
2019-06-10 12:45:00,13
2019-06-10 12:46:00,14
2019-06-10 12:47:00,14
2019-06-10 12:48:00,14
2019-06-10 12:49:00,14
2019-06-10 12:50:00,15
2019-06-10 12:51:00,15
2019-06-10 12:52:00,15
2019-06-10 12:53:00,14
2019-06-10 12:54:00,14
2019-06-10 12:55:00,15
2019-06-10 12:56:00,13
2019-06-10 12:57:00,13
2019-06-10 12:58:00,13
2019-06-10 12:59:00,15
2019-06-10 13:00:00,17
2019-06-10 13:01:00,11
2019-06-10 13:02:00,14
2019-06-10 13:03:00,14
2019-06-10 13:04:00,14
2019-06-10 13:05:00,14
2019-06-10 13:06:00,21
2019-06-10 13:07:00,13
2019-06-10 13:08:00,14
2019-06-10 13:09:00,15
2019-06-10 13:10:00,13
2019-06-10 13:11:00,12
2019-06-10 13:12:00,14
2019-06-10 13:13:00,13
2019-06-10 13:14:00,14
2019-06-10 13:15:00,15
2019-06-10 13:16:00,14
2019-06-10 13:17:00,14
2019-06-10 13:18:00,16
2019-06-10 13:19:00,15
2019-06-10 13:20:00,13
2019-06-10 13:21:00,12
2019-06-10 13:22:00,15
2019-06-10 13:23:00,12
2019-06-10 13:24:00,13
2019-06-10 13:25:00,13
2019-06-10 13:26:00,12
2019-06-10 13:27:00,5
2019-06-10 13:28:00,2
2019-06-10 13:29:00,2
2019-06-10 13:30:00,4
2019-06-10 13:31:00,4
2019-06-10 13:32:00,1
2019-06-10 13:34:00,1
2019-06-10 13:35:00,2
2019-06-10 13:36:00,1
2019-06-10 13:37:00,3
2019-06-10 13:38:00,3
2019-06-10 13:39:00,7
2019-06-10 13:40:00,9
2019-06-10 13:41:00,12
2019-06-10 13:42:00,13
2019-06-10 13:43:00,12
2019-06-10 13:44:00,15
2019-06-10 13:45:00,16
2019-06-10 13:46:00,15
2019-06-10 13:47:00,2
2019-06-10 13:48:00,2
2019-06-10 13:49:00,2
2019-06-10 13:50:00,3
2019-06-10 13:51:00,6
2019-06-10 13:52:00,8
2019-06-10 13:53:00,11
2019-06-10 13:54:00,12
2019-06-10 13:55:00,12
2019-06-10 13:56:00,12
2019-06-10 13:57:00,14
2019-06-10 13:58:00,13
2019-06-10 13:59:00,14
2019-06-10 14:00:00,19
2019-06-10 14:01:00,12
2019-06-10 14:02:00,11
2019-06-10 14:03:00,14
2019-06-10 14:04:00,14
2019-06-10 14:05:00,12
2019-06-10 14:06:00,12
2019-06-10 14:07:00,14
2019-06-10 14:08:00,14
2019-06-10 14:09:00,12
2019-06-10 14:10:00,13
2019-06-10 14:11:00,7
2019-06-10 14:12:00,11
2019-06-10 14:13:00,12
2019-06-10 14:14:00,14
2019-06-10 14:15:00,13
2019-06-10 14:16:00,14
2019-06-10 14:17:00,14
2019-06-10 14:18:00,13
2019-06-10 14:19:00,13
2019-06-10 14:20:00,14
2019-06-10 14:21:00,13
2019-06-10 14:22:00,13
2019-06-10 14:23:00,13
2019-06-10 14:24:00,13
2019-06-10 14:25:00,14
2019-06-10 14:26:00,12
2019-06-10 14:27:00,14
2019-06-10 14:28:00,14
2019-06-10 14:29:00,14
2019-06-10 14:30:00,13
2019-06-10 14:31:00,14
2019-06-10 14:32:00,13
2019-06-10 14:33:00,14
2019-06-10 14:34:00,14
2019-06-10 14:35:00,14
2019-06-10 14:36:00,12
2019-06-10 14:37:00,14
2019-06-10 14:38:00,14
2019-06-10 14:39:00,12
2019-06-10 14:40:00,15
2019-06-10 14:41:00,12
2019-06-10 14:42:00,13
2019-06-10 14:43:00,14
2019-06-10 14:44:00,12
2019-06-10 14:45:00,15
2019-06-10 14:46:00,14
2019-06-10 14:47:00,13
2019-06-10 14:48:00,13
2019-06-10 14:49:00,14
2019-06-10 14:50:00,12
2019-06-10 14:51:00,12
2019-06-10 14:52:00,14
2019-06-10 14:53:00,13
2019-06-10 14:54:00,11
2019-06-10 14:55:00,12
2019-06-10 14:56:00,15
2019-06-10 14:57:00,13
2019-06-10 14:58:00,13
2019-06-10 14:59:00,15
2019-06-10 15:00:00,18
2019-06-10 15:01:00,14
2019-06-10 15:02:00,14
2019-06-10 15:03:00,13
2019-06-10 15:04:00,13
2019-06-10 15:05:00,13
2019-06-10 15:06:00,13
2019-06-10 15:07:00,12
2019-06-10 15:08:00,13
2019-06-10 15:09:00,12
2019-06-10 15:10:00,11
2019-06-10 15:11:00,12
2019-06-10 15:12:00,12
2019-06-10 15:13:00,12
2019-06-10 15:14:00,12
2019-06-10 15:15:00,13
2019-06-10 15:16:00,14
2019-06-10 15:17:00,12
2019-06-10 15:18:00,11
2019-06-10 15:19:00,13
2019-06-10 15:20:00,14
2019-06-10 15:21:00,12
2019-06-10 15:22:00,14
2019-06-10 15:23:00,12
2019-06-10 15:24:00,3
2019-06-10 15:26:00,9
2019-06-10 15:27:00,32
2019-06-10 15:28:00,32
2019-06-10 15:29:00,32
2019-06-10 15:30:00,32
2019-06-10 15:31:00,13
2019-06-10 15:32:00,12
2019-06-10 15:33:00,12
2019-06-10 15:34:00,11
2019-06-10 15:35:00,10
2019-06-10 15:36:00,12
2019-06-10 15:37:00,11
2019-06-10 15:38:00,9
2019-06-10 15:39:00,10
2019-06-10 15:40:00,11
2019-06-10 15:41:00,15
2019-06-10 15:42:00,9
2019-06-10 15:43:00,12
2019-06-10 15:44:00,12
2019-06-10 15:45:00,12
2019-06-10 15:46:00,12
2019-06-10 15:47:00,10
2019-06-10 15:51:00,13
2019-06-10 15:52:00,24
2019-06-10 15:53:00,12
2019-06-10 15:54:00,11
2019-06-10 15:55:00,11
2019-06-10 15:56:00,12
2019-06-10 15:57:00,11
2019-06-10 15:58:00,11
2019-06-10 15:59:00,12
2019-06-10 16:00:00,13
2019-06-10 16:01:00,9
2019-06-10 16:02:00,11
2019-06-10 16:03:00,11
2019-06-10 16:04:00,10
2019-06-10 16:05:00,9
2019-06-10 16:06:00,11
2019-06-10 16:07:00,12
2019-06-10 16:08:00,11
2019-06-10 16:09:00,11
2019-06-10 16:10:00,11
2019-06-10 16:11:00,10
2019-06-10 16:12:00,10
2019-06-10 16:13:00,10
2019-06-10 16:14:00,12
2019-06-10 16:15:00,10
2019-06-10 16:16:00,12
2019-06-10 16:17:00,11
2019-06-10 16:18:00,12
2019-06-10 16:19:00,9
2019-06-10 16:20:00,10
2019-06-10 16:21:00,12
2019-06-10 16:22:00,11
2019-06-10 16:23:00,11
2019-06-10 16:24:00,13
2019-06-10 16:25:00,11
2019-06-10 16:26:00,12
2019-06-10 16:27:00,12
2019-06-10 16:28:00,11
2019-06-10 16:29:00,8
