1197,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-06-10 12:49:00,2
2019-06-10 12:51:00,1
2019-06-10 12:55:00,1
2019-06-10 13:00:00,1
2019-06-10 15:24:00,2
2019-06-10 15:25:00,1
2019-06-10 15:26:00,2
2019-06-10 15:27:00,3
2019-06-10 15:28:00,4
2019-06-10 15:29:00,1
2019-06-10 15:30:00,3
2019-06-10 15:31:00,7
2019-06-10 15:32:00,2
2019-06-10 15:33:00,6
2019-06-10 15:34:00,2
2019-06-10 15:35:00,2
2019-06-10 15:37:00,3
2019-06-10 15:38:00,3
2019-06-10 15:39:00,1
2019-06-10 15:40:00,1
2019-06-10 15:41:00,2
2019-06-10 15:42:00,2
2019-06-10 15:43:00,2
2019-06-10 15:44:00,1
2019-06-10 15:52:00,3
2019-06-10 15:53:00,1
2019-06-10 16:00:00,2
2019-06-10 16:01:00,3
2019-06-10 16:02:00,2
2019-06-10 16:03:00,2
2019-06-10 16:04:00,7
2019-06-10 16:05:00,3
2019-06-10 16:06:00,2
2019-06-10 16:08:00,3
2019-06-10 16:09:00,4
2019-06-10 16:10:00,1
2019-06-10 16:11:00,5
2019-06-10 16:12:00,6
2019-06-10 16:13:00,2
2019-06-10 16:14:00,6
2019-06-10 16:15:00,2
2019-06-10 16:16:00,1
2019-06-10 16:17:00,3
2019-06-10 16:18:00,3
2019-06-10 16:19:00,1
2019-06-10 16:20:00,1
2019-06-10 16:21:00,2
2019-06-10 16:22:00,2
2019-06-10 16:23:00,2
2019-06-10 16:24:00,1
2019-06-10 16:27:00,2
2019-06-10 16:28:00,3
2019-06-10 16:29:00,3
2019-06-10 16:30:00,2
2019-06-10 16:31:00,1
2019-06-10 16:32:00,1
2019-06-10 16:33:00,1
2019-06-10 16:34:00,8
2019-06-10 16:36:00,1
2019-06-10 16:37:00,1
2019-06-10 16:38:00,7
2019-06-10 16:39:00,5
2019-06-10 16:40:00,4
2019-06-10 16:44:00,1
2019-06-10 16:45:00,3
2019-06-10 16:47:00,2
2019-06-10 16:48:00,1
2019-06-10 16:49:00,1
2019-06-10 16:50:00,1
2019-06-10 16:51:00,3
2019-06-10 16:52:00,3
2019-06-10 16:55:00,6
2019-06-10 16:56:00,2
2019-06-10 17:00:00,1
2019-06-10 17:01:00,8
2019-06-10 17:03:00,4
2019-06-10 17:04:00,2
2019-06-10 17:05:00,4
2019-06-10 17:07:00,2
2019-06-10 17:08:00,4
2019-06-10 17:09:00,4
2019-06-10 17:10:00,1
2019-06-10 17:11:00,8
2019-06-10 17:12:00,2
2019-06-10 17:13:00,1
2019-06-10 17:14:00,3
2019-06-10 17:16:00,2
2019-06-10 17:17:00,3
2019-06-10 17:18:00,3
2019-06-10 17:20:00,2
2019-06-10 17:21:00,4
2019-06-10 17:22:00,2
2019-06-10 17:23:00,4
2019-06-10 17:24:00,3
2019-06-10 17:25:00,3
2019-06-10 17:26:00,4
2019-06-10 17:27:00,3
2019-06-10 17:28:00,3
2019-06-10 17:29:00,5
2019-06-10 17:30:00,5
2019-06-10 17:32:00,1
2019-06-10 17:35:00,4
2019-06-10 17:36:00,2
2019-06-10 17:37:00,4
2019-06-10 17:38:00,1
2019-06-10 17:40:00,10
2019-06-10 17:42:00,6
2019-06-10 17:43:00,5
2019-06-10 17:44:00,3
2019-06-10 17:45:00,1
2019-06-10 17:46:00,1
2019-06-10 17:47:00,4
2019-06-10 17:48:00,4
2019-06-10 17:49:00,1
2019-06-10 17:50:00,8
2019-06-10 17:51:00,4
2019-06-10 17:52:00,5
2019-06-10 17:53:00,3
2019-06-10 17:54:00,4
2019-06-10 17:55:00,5
2019-06-10 17:56:00,2
2019-06-10 17:57:00,1
2019-06-10 17:58:00,1
2019-06-10 17:59:00,2
2019-06-10 18:00:00,2
2019-06-10 18:01:00,3
2019-06-10 18:02:00,2
2019-06-10 18:03:00,3
2019-06-10 18:05:00,3
2019-06-10 18:06:00,3
2019-06-10 18:07:00,3
2019-06-10 18:08:00,1
2019-06-10 18:09:00,5
2019-06-10 18:10:00,2
2019-06-10 18:12:00,1
2019-06-10 18:13:00,2
2019-06-10 18:14:00,6
2019-06-10 18:15:00,1
2019-06-10 18:17:00,4
2019-06-10 18:18:00,1
