16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-10 14:12:00,1
2019-06-10 14:26:00,1
2019-06-10 14:35:00,1
2019-06-10 14:48:00,1
2019-06-10 15:02:00,1
2019-06-10 15:05:00,1
2019-06-10 15:08:00,1
2019-06-10 15:13:00,1
2019-06-10 15:21:00,1
2019-06-10 15:23:00,1
2019-06-10 15:28:00,1
2019-06-10 15:30:00,1
2019-06-10 15:36:00,1
2019-06-10 15:42:00,1
2019-06-10 15:44:00,1
2019-06-10 15:47:00,1
