2813,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-23 12:37:00,39
2019-10-23 12:38:00,64
2019-10-23 12:39:00,94
2019-10-23 12:45:00,177
2019-10-23 12:46:00,279
2019-10-23 12:47:00,21
2019-10-23 12:50:00,64
2019-10-23 12:51:00,28
2019-10-23 12:59:00,70
2019-10-23 13:20:00,25
2019-10-23 13:21:00,41
2019-10-23 13:23:00,23
2019-10-23 13:24:00,63
2019-10-23 13:28:00,56
2019-10-23 13:45:00,545
2019-10-23 13:46:00,55
2019-10-23 14:08:00,18
2019-10-23 14:09:00,94
2019-10-23 14:13:00,29
2019-10-23 14:28:00,146
2019-10-23 14:29:00,191
2019-10-23 14:30:00,101
2019-10-23 14:31:00,10
2019-10-23 14:46:00,65
2019-10-23 14:47:00,288
2019-10-23 14:55:00,29
2019-10-23 14:56:00,120
2019-10-23 14:57:00,78
