6972,"select                                                                              G.objID, G.ra, G.dec,                                                       G.petroMag_u, G.petroMag_g, G.petroMag_r, G.petroMag_i, G.petroMag_z,                      G.petroMagErr_u, G.petroMagErr_g, G.petroMagErr_r, G.petroMagErr_i, G.petroMagErr_z,       ph.z                                                                    from                                                                                              Galaxy as G, dbo.fGetNearbyObjEq(#,#,#) as N, photoz as ph                       where                                                                                             G.objID = N.objID and                                                                      ph.objID = N.objID and                                                                     ph.z># and                                                                                ph.z<#"
2019-10-23 01:02:00,17
2019-10-23 01:03:00,12
2019-10-23 01:04:00,14
2019-10-23 01:05:00,18
2019-10-23 01:06:00,17
2019-10-23 01:07:00,14
2019-10-23 01:08:00,17
2019-10-23 01:09:00,17
2019-10-23 01:10:00,17
2019-10-23 01:11:00,15
2019-10-23 01:12:00,14
2019-10-23 01:13:00,15
2019-10-23 01:14:00,15
2019-10-23 01:15:00,15
2019-10-23 01:16:00,15
2019-10-23 01:17:00,15
2019-10-23 01:18:00,15
2019-10-23 01:19:00,17
2019-10-23 01:20:00,16
2019-10-23 01:21:00,18
2019-10-23 01:22:00,18
2019-10-23 01:23:00,16
2019-10-23 01:24:00,17
2019-10-23 01:25:00,15
2019-10-23 01:26:00,13
2019-10-23 01:27:00,13
2019-10-23 01:28:00,18
2019-10-23 01:29:00,17
2019-10-23 01:30:00,16
2019-10-23 01:31:00,17
2019-10-23 01:32:00,13
2019-10-23 01:33:00,17
2019-10-23 01:34:00,17
2019-10-23 01:35:00,13
2019-10-23 01:36:00,15
2019-10-23 01:37:00,17
2019-10-23 01:38:00,14
2019-10-23 01:39:00,14
2019-10-23 01:40:00,15
2019-10-23 01:41:00,14
2019-10-23 01:42:00,16
2019-10-23 01:43:00,16
2019-10-23 01:44:00,13
2019-10-23 01:45:00,17
2019-10-23 01:46:00,14
2019-10-23 01:47:00,12
2019-10-23 01:48:00,13
2019-10-23 01:49:00,14
2019-10-23 01:50:00,14
2019-10-23 01:51:00,14
2019-10-23 01:52:00,15
2019-10-23 01:53:00,13
2019-10-23 01:54:00,11
2019-10-23 01:55:00,15
2019-10-23 01:56:00,13
2019-10-23 01:57:00,14
2019-10-23 01:58:00,16
2019-10-23 01:59:00,13
2019-10-23 02:00:00,13
2019-10-23 02:01:00,13
2019-10-23 02:02:00,11
2019-10-23 02:03:00,15
2019-10-23 02:04:00,14
2019-10-23 02:05:00,16
2019-10-23 02:06:00,13
2019-10-23 02:07:00,17
2019-10-23 02:08:00,17
2019-10-23 02:09:00,15
2019-10-23 02:10:00,15
2019-10-23 02:11:00,16
2019-10-23 02:12:00,14
2019-10-23 02:13:00,15
2019-10-23 02:14:00,17
2019-10-23 02:15:00,15
2019-10-23 02:16:00,18
2019-10-23 02:17:00,15
2019-10-23 02:18:00,13
2019-10-23 02:19:00,13
2019-10-23 02:20:00,15
2019-10-23 02:21:00,16
2019-10-23 02:22:00,15
2019-10-23 02:23:00,19
2019-10-23 02:24:00,15
2019-10-23 02:25:00,15
2019-10-23 02:26:00,14
2019-10-23 02:27:00,14
2019-10-23 02:28:00,15
2019-10-23 02:29:00,13
2019-10-23 02:30:00,11
2019-10-23 02:31:00,16
2019-10-23 02:32:00,14
2019-10-23 02:33:00,13
2019-10-23 02:34:00,12
2019-10-23 02:35:00,13
2019-10-23 02:36:00,14
2019-10-23 02:37:00,13
2019-10-23 02:38:00,15
2019-10-23 02:39:00,15
2019-10-23 02:40:00,15
2019-10-23 02:41:00,12
2019-10-23 02:42:00,15
2019-10-23 02:43:00,14
2019-10-23 02:44:00,15
2019-10-23 02:45:00,14
2019-10-23 02:46:00,13
2019-10-23 02:47:00,15
2019-10-23 02:48:00,14
2019-10-23 02:49:00,14
2019-10-23 02:50:00,15
2019-10-23 02:51:00,13
2019-10-23 02:52:00,16
2019-10-23 02:53:00,15
2019-10-23 02:54:00,13
2019-10-23 02:55:00,15
2019-10-23 02:56:00,17
2019-10-23 02:57:00,16
2019-10-23 02:58:00,14
2019-10-23 02:59:00,12
2019-10-23 03:00:00,14
2019-10-23 03:01:00,13
2019-10-23 03:02:00,11
2019-10-23 03:03:00,17
2019-10-23 03:04:00,17
2019-10-23 03:05:00,14
2019-10-23 03:06:00,19
2019-10-23 03:07:00,15
2019-10-23 03:08:00,13
2019-10-23 03:09:00,15
2019-10-23 03:10:00,17
2019-10-23 03:11:00,13
2019-10-23 03:12:00,16
2019-10-23 03:13:00,19
2019-10-23 03:14:00,14
2019-10-23 03:15:00,15
2019-10-23 03:16:00,14
2019-10-23 03:17:00,15
2019-10-23 03:18:00,15
2019-10-23 03:19:00,14
2019-10-23 03:20:00,14
2019-10-23 03:21:00,18
2019-10-23 03:22:00,17
2019-10-23 03:23:00,16
2019-10-23 03:24:00,17
2019-10-23 03:25:00,13
2019-10-23 03:26:00,16
2019-10-23 03:27:00,11
2019-10-23 03:28:00,15
2019-10-23 03:29:00,16
2019-10-23 03:30:00,16
2019-10-23 03:31:00,18
2019-10-23 03:32:00,17
2019-10-23 03:33:00,18
2019-10-23 03:34:00,16
2019-10-23 03:35:00,14
2019-10-23 03:36:00,15
2019-10-23 03:37:00,20
2019-10-23 03:38:00,17
2019-10-23 03:39:00,18
2019-10-23 03:40:00,18
2019-10-23 03:41:00,15
2019-10-23 03:42:00,17
2019-10-23 03:43:00,16
2019-10-23 03:44:00,13
2019-10-23 03:45:00,16
2019-10-23 03:46:00,15
2019-10-23 03:47:00,15
2019-10-23 03:48:00,16
2019-10-23 03:49:00,15
2019-10-23 03:50:00,15
2019-10-23 03:51:00,16
2019-10-23 03:52:00,15
2019-10-23 03:53:00,14
2019-10-23 03:54:00,15
2019-10-23 03:55:00,16
2019-10-23 03:56:00,11
2019-10-23 03:57:00,15
2019-10-23 03:58:00,14
2019-10-23 03:59:00,16
2019-10-23 04:00:00,14
2019-10-23 04:01:00,16
2019-10-23 04:02:00,18
2019-10-23 04:03:00,15
2019-10-23 04:04:00,17
2019-10-23 04:05:00,15
2019-10-23 04:06:00,7
2019-10-23 04:07:00,2
2019-10-23 04:08:00,1
2019-10-23 04:09:00,9
2019-10-23 04:10:00,14
2019-10-23 04:11:00,17
2019-10-23 04:12:00,15
2019-10-23 04:13:00,15
2019-10-23 04:14:00,14
2019-10-23 04:15:00,12
2019-10-23 04:16:00,12
2019-10-23 04:17:00,14
2019-10-23 04:18:00,16
2019-10-23 04:19:00,18
2019-10-23 04:20:00,18
2019-10-23 04:21:00,16
2019-10-23 04:22:00,17
2019-10-23 04:23:00,14
2019-10-23 04:24:00,16
2019-10-23 04:25:00,16
2019-10-23 04:26:00,19
2019-10-23 04:27:00,17
2019-10-23 04:28:00,17
2019-10-23 04:29:00,15
2019-10-23 04:30:00,14
2019-10-23 04:31:00,15
2019-10-23 04:32:00,16
2019-10-23 04:33:00,16
2019-10-23 04:34:00,15
2019-10-23 04:35:00,13
2019-10-23 04:36:00,17
2019-10-23 04:37:00,18
2019-10-23 04:38:00,15
2019-10-23 04:39:00,18
2019-10-23 04:40:00,16
2019-10-23 04:41:00,17
2019-10-23 04:42:00,17
2019-10-23 04:43:00,15
2019-10-23 04:44:00,16
2019-10-23 04:45:00,14
2019-10-23 04:46:00,15
2019-10-23 04:47:00,16
2019-10-23 04:48:00,13
2019-10-23 04:49:00,16
2019-10-23 04:50:00,13
2019-10-23 04:51:00,15
2019-10-23 04:52:00,14
2019-10-23 04:53:00,15
2019-10-23 04:54:00,17
2019-10-23 04:55:00,15
2019-10-23 04:56:00,17
2019-10-23 04:57:00,13
2019-10-23 04:58:00,13
2019-10-23 04:59:00,13
2019-10-23 05:00:00,13
2019-10-23 05:01:00,12
2019-10-23 05:02:00,12
2019-10-23 05:03:00,15
2019-10-23 05:04:00,15
2019-10-23 05:05:00,15
2019-10-23 05:06:00,13
2019-10-23 05:07:00,15
2019-10-23 05:08:00,14
2019-10-23 05:09:00,11
2019-10-23 05:10:00,12
2019-10-23 05:11:00,16
2019-10-23 05:12:00,14
2019-10-23 05:13:00,15
2019-10-23 05:14:00,17
2019-10-23 05:15:00,15
2019-10-23 05:16:00,15
2019-10-23 05:17:00,11
2019-10-23 05:18:00,15
2019-10-23 05:19:00,16
2019-10-23 05:20:00,16
2019-10-23 05:21:00,14
2019-10-23 05:22:00,16
2019-10-23 05:23:00,15
2019-10-23 05:24:00,15
2019-10-23 05:25:00,19
2019-10-23 05:26:00,13
2019-10-23 05:27:00,18
2019-10-23 05:28:00,17
2019-10-23 05:29:00,13
2019-10-23 05:30:00,15
2019-10-23 05:31:00,14
2019-10-23 05:32:00,13
2019-10-23 05:33:00,13
2019-10-23 05:34:00,13
2019-10-23 05:35:00,16
2019-10-23 05:36:00,16
2019-10-23 05:37:00,12
2019-10-23 05:38:00,16
2019-10-23 05:39:00,16
2019-10-23 05:40:00,17
2019-10-23 05:41:00,14
2019-10-23 05:42:00,17
2019-10-23 05:43:00,18
2019-10-23 05:44:00,17
2019-10-23 05:45:00,15
2019-10-23 05:46:00,13
2019-10-23 05:47:00,14
2019-10-23 05:48:00,16
2019-10-23 05:49:00,12
2019-10-23 05:50:00,15
2019-10-23 05:51:00,17
2019-10-23 05:52:00,16
2019-10-23 05:53:00,15
2019-10-23 05:54:00,15
2019-10-23 05:55:00,19
2019-10-23 05:56:00,17
2019-10-23 05:57:00,18
2019-10-23 05:58:00,18
2019-10-23 05:59:00,17
2019-10-23 06:00:00,17
2019-10-23 06:01:00,16
2019-10-23 06:02:00,16
2019-10-23 06:03:00,17
2019-10-23 06:04:00,16
2019-10-23 06:05:00,16
2019-10-23 06:06:00,14
2019-10-23 06:07:00,12
2019-10-23 06:08:00,13
2019-10-23 06:09:00,14
2019-10-23 06:10:00,17
2019-10-23 06:11:00,14
2019-10-23 06:12:00,13
2019-10-23 06:13:00,13
2019-10-23 06:14:00,13
2019-10-23 06:15:00,13
2019-10-23 06:16:00,13
2019-10-23 06:17:00,10
2019-10-23 06:18:00,13
2019-10-23 06:19:00,13
2019-10-23 06:20:00,14
2019-10-23 06:21:00,15
2019-10-23 06:22:00,15
2019-10-23 06:23:00,16
2019-10-23 06:24:00,13
2019-10-23 06:25:00,15
2019-10-23 06:26:00,15
2019-10-23 06:27:00,17
2019-10-23 06:28:00,10
2019-10-23 06:29:00,15
2019-10-23 06:30:00,15
2019-10-23 06:31:00,14
2019-10-23 06:32:00,19
2019-10-23 06:33:00,12
2019-10-23 06:34:00,16
2019-10-23 06:35:00,17
2019-10-23 06:36:00,14
2019-10-23 06:37:00,14
2019-10-23 06:38:00,15
2019-10-23 06:39:00,14
2019-10-23 06:40:00,10
2019-10-23 11:46:00,1
2019-10-23 11:47:00,7
2019-10-23 11:48:00,6
2019-10-23 11:49:00,2
2019-10-23 11:50:00,1
2019-10-23 11:51:00,3
2019-10-23 11:52:00,1
2019-10-23 11:53:00,2
2019-10-23 11:54:00,2
2019-10-23 11:55:00,1
2019-10-23 11:56:00,2
2019-10-23 11:57:00,3
2019-10-23 11:58:00,6
2019-10-23 11:59:00,14
2019-10-23 12:00:00,13
2019-10-23 12:01:00,13
2019-10-23 12:02:00,13
2019-10-23 12:03:00,13
2019-10-23 12:04:00,11
2019-10-23 12:05:00,14
2019-10-23 12:06:00,13
2019-10-23 12:07:00,16
2019-10-23 12:08:00,17
2019-10-23 12:09:00,15
2019-10-23 12:10:00,13
2019-10-23 12:11:00,14
2019-10-23 12:12:00,10
2019-10-23 12:13:00,12
2019-10-23 12:14:00,16
2019-10-23 12:15:00,15
2019-10-23 12:16:00,13
2019-10-23 12:17:00,13
2019-10-23 12:18:00,12
2019-10-23 12:19:00,16
2019-10-23 12:20:00,12
2019-10-23 12:21:00,13
2019-10-23 12:22:00,15
2019-10-23 12:23:00,13
2019-10-23 12:24:00,14
2019-10-23 12:25:00,15
2019-10-23 12:26:00,15
2019-10-23 12:27:00,12
2019-10-23 12:28:00,13
2019-10-23 12:29:00,11
2019-10-23 12:30:00,5
2019-10-23 12:31:00,2
2019-10-23 12:33:00,10
2019-10-23 12:34:00,12
2019-10-23 12:35:00,10
2019-10-23 12:36:00,15
2019-10-23 12:37:00,14
2019-10-23 12:38:00,17
2019-10-23 12:39:00,14
2019-10-23 12:40:00,15
2019-10-23 12:41:00,12
2019-10-23 12:42:00,12
2019-10-23 12:43:00,12
2019-10-23 12:44:00,15
2019-10-23 12:45:00,14
2019-10-23 12:46:00,13
2019-10-23 12:47:00,13
2019-10-23 12:48:00,14
2019-10-23 12:49:00,12
2019-10-23 12:50:00,16
2019-10-23 12:51:00,12
2019-10-23 12:52:00,14
2019-10-23 12:53:00,13
2019-10-23 12:54:00,11
2019-10-23 12:55:00,11
2019-10-23 12:56:00,14
2019-10-23 12:57:00,11
2019-10-23 12:58:00,2
2019-10-23 13:00:00,1
2019-10-23 13:01:00,1
2019-10-23 13:02:00,1
2019-10-23 13:03:00,1
2019-10-23 13:05:00,1
2019-10-23 13:06:00,1
2019-10-23 13:08:00,1
2019-10-23 13:09:00,4
2019-10-23 13:10:00,4
2019-10-23 13:11:00,2
2019-10-23 13:12:00,4
2019-10-23 13:13:00,2
2019-10-23 13:14:00,2
2019-10-23 13:15:00,3
2019-10-23 13:16:00,2
2019-10-23 13:17:00,1
2019-10-23 13:18:00,1
2019-10-23 13:19:00,1
2019-10-23 13:20:00,1
2019-10-23 13:22:00,1
2019-10-23 13:23:00,1
2019-10-23 13:24:00,1
2019-10-23 13:25:00,1
2019-10-23 13:26:00,1
2019-10-23 13:27:00,1
2019-10-23 13:28:00,1
2019-10-23 13:30:00,1
2019-10-23 13:31:00,1
2019-10-23 13:32:00,1
2019-10-23 13:34:00,1
2019-10-23 13:35:00,1
2019-10-23 13:36:00,1
2019-10-23 13:37:00,1
2019-10-23 13:39:00,1
2019-10-23 13:40:00,1
2019-10-23 13:41:00,1
2019-10-23 13:42:00,1
2019-10-23 13:43:00,1
2019-10-23 13:45:00,1
2019-10-23 13:48:00,1
2019-10-23 13:49:00,1
2019-10-23 13:50:00,1
2019-10-23 13:51:00,1
2019-10-23 13:52:00,1
2019-10-23 13:53:00,1
2019-10-23 13:55:00,1
2019-10-23 13:56:00,1
2019-10-23 13:57:00,1
2019-10-23 13:58:00,1
2019-10-23 14:04:00,1
2019-10-23 14:05:00,1
2019-10-23 14:06:00,1
2019-10-23 14:07:00,1
2019-10-23 14:08:00,1
2019-10-23 14:09:00,1
2019-10-23 14:10:00,1
2019-10-23 14:11:00,1
2019-10-23 14:12:00,1
2019-10-23 14:13:00,1
2019-10-23 14:14:00,1
2019-10-23 14:15:00,1
2019-10-23 14:16:00,1
2019-10-23 14:17:00,1
2019-10-23 14:18:00,1
2019-10-23 14:19:00,1
2019-10-23 14:20:00,1
2019-10-23 14:21:00,1
2019-10-23 14:22:00,1
2019-10-23 14:23:00,1
2019-10-23 14:24:00,1
2019-10-23 14:25:00,1
2019-10-23 14:26:00,1
2019-10-23 14:27:00,1
2019-10-23 14:28:00,1
2019-10-23 14:29:00,1
2019-10-23 14:30:00,1
2019-10-23 14:31:00,1
2019-10-23 14:33:00,1
2019-10-23 14:34:00,1
2019-10-23 14:35:00,1
2019-10-23 14:36:00,1
2019-10-23 14:37:00,1
2019-10-23 14:38:00,1
2019-10-23 14:39:00,1
2019-10-23 14:40:00,1
2019-10-23 14:41:00,1
2019-10-23 14:42:00,1
2019-10-23 14:43:00,1
2019-10-23 14:44:00,1
2019-10-23 14:45:00,1
2019-10-23 14:46:00,1
2019-10-23 14:47:00,1
2019-10-23 14:49:00,1
2019-10-23 14:50:00,1
2019-10-23 14:51:00,1
2019-10-23 14:52:00,1
2019-10-23 14:53:00,1
2019-10-23 14:55:00,1
2019-10-23 14:56:00,1
2019-10-23 14:57:00,1
2019-10-23 14:58:00,1
2019-10-23 15:03:00,1
2019-10-23 15:04:00,1
2019-10-23 15:05:00,1
2019-10-23 15:06:00,1
2019-10-23 15:08:00,1
2019-10-23 15:09:00,1
2019-10-23 15:10:00,1
2019-10-23 15:11:00,1
2019-10-23 15:12:00,1
2019-10-23 15:13:00,1
2019-10-23 15:14:00,1
2019-10-23 15:15:00,2
2019-10-23 15:18:00,3
2019-10-23 15:20:00,2
2019-10-23 15:22:00,1
2019-10-23 15:23:00,1
2019-10-23 15:24:00,1
2019-10-23 15:25:00,1
2019-10-23 15:26:00,1
2019-10-23 15:27:00,2
2019-10-23 15:28:00,1
2019-10-23 15:29:00,4
2019-10-23 15:30:00,1
2019-10-23 15:31:00,1
2019-10-23 15:32:00,1
2019-10-23 15:34:00,1
2019-10-23 15:35:00,1
2019-10-23 15:36:00,1
2019-10-23 15:37:00,1
2019-10-23 15:38:00,1
2019-10-23 15:39:00,8
2019-10-23 15:40:00,15
2019-10-23 15:41:00,14
2019-10-23 15:42:00,13
2019-10-23 15:43:00,5
