3,"INSERT INTO [TRACTS] (VINTAGE, STATE, COUNTY, TRACT, GEOM, CENTROID)                                     VALUES (#, &&&, &&&, &&&,                                      geography::STGeomFromWKB(#, #),                                     geography::STGeomFromWKB(#, #)                                     )"
2019-10-23 03:35:00,2
2019-10-23 04:31:00,1
