1360,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-23 00:00:00,1
2019-10-23 00:01:00,1
2019-10-23 00:05:00,1
2019-10-23 00:08:00,4
2019-10-23 00:09:00,2
2019-10-23 00:10:00,2
2019-10-23 00:11:00,1
2019-10-23 00:15:00,1
2019-10-23 00:18:00,4
2019-10-23 00:19:00,2
2019-10-23 00:20:00,1
2019-10-23 00:21:00,1
2019-10-23 00:25:00,1
2019-10-23 00:28:00,5
2019-10-23 00:29:00,2
2019-10-23 00:30:00,1
2019-10-23 00:31:00,1
2019-10-23 00:35:00,1
2019-10-23 00:38:00,3
2019-10-23 00:39:00,3
2019-10-23 00:40:00,1
2019-10-23 00:41:00,1
2019-10-23 00:45:00,1
2019-10-23 00:48:00,2
2019-10-23 00:49:00,4
2019-10-23 00:50:00,1
2019-10-23 00:51:00,1
2019-10-23 00:56:00,1
2019-10-23 00:58:00,2
2019-10-23 00:59:00,4
2019-10-23 01:00:00,1
2019-10-23 01:01:00,1
2019-10-23 01:08:00,3
2019-10-23 01:09:00,4
2019-10-23 01:10:00,2
2019-10-23 01:11:00,1
2019-10-23 01:15:00,1
2019-10-23 01:18:00,2
2019-10-23 01:19:00,4
2019-10-23 01:20:00,2
2019-10-23 01:21:00,1
2019-10-23 01:25:00,1
2019-10-23 01:28:00,2
2019-10-23 01:29:00,4
2019-10-23 01:30:00,2
2019-10-23 01:31:00,1
2019-10-23 01:35:00,1
2019-10-23 01:38:00,2
2019-10-23 01:39:00,6
2019-10-23 01:40:00,1
2019-10-23 01:41:00,1
2019-10-23 01:46:00,1
2019-10-23 01:48:00,2
2019-10-23 01:49:00,4
2019-10-23 01:50:00,1
2019-10-23 01:51:00,1
2019-10-23 01:55:00,1
2019-10-23 01:58:00,2
2019-10-23 01:59:00,5
2019-10-23 02:00:00,1
2019-10-23 02:01:00,1
2019-10-23 02:06:00,1
2019-10-23 02:08:00,2
2019-10-23 02:09:00,4
2019-10-23 02:10:00,1
2019-10-23 02:11:00,1
2019-10-23 02:16:00,1
2019-10-23 02:18:00,2
