15,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, requestor, server, dbname, access,  elapsed, busy, rows, statement, error, errorMessage, isvisible  into sqllogall2#_#_#h_to_#_#h  from sqllogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-10-23 09:29:00,1
2019-10-23 09:36:00,1
2019-10-23 10:13:00,1
2019-10-23 11:08:00,1
2019-10-23 11:44:00,1
2019-10-23 12:20:00,1
2019-10-23 12:56:00,1
2019-10-23 13:31:00,1
2019-10-23 13:59:00,1
2019-10-23 14:42:00,1
2019-10-23 15:06:00,1
2019-10-23 15:38:00,1
2019-10-23 15:47:00,1
2019-10-23 16:18:00,1
2019-10-23 16:29:00,1
