16,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-10-23 00:01:00,1
2019-10-23 00:05:00,1
2019-10-23 00:10:00,1
2019-10-23 00:14:00,1
2019-10-23 00:19:00,1
2019-10-23 00:40:00,1
2019-10-23 00:57:00,1
2019-10-23 01:01:00,1
2019-10-23 02:50:00,1
2019-10-23 02:54:00,1
2019-10-23 03:00:00,1
2019-10-23 04:19:00,1
2019-10-23 04:36:00,1
2019-10-23 04:45:00,1
2019-10-23 04:46:00,1
2019-10-23 04:53:00,1
