108,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-23 04:20:00,1
2019-10-23 05:20:00,1
2019-10-23 05:25:00,6
2019-10-23 06:20:00,2
2019-10-23 06:25:00,1
2019-10-23 07:25:00,2
2019-10-23 08:30:00,3
2019-10-23 09:25:00,15
2019-10-23 10:20:00,1
2019-10-23 10:45:00,1
2019-10-23 12:20:00,1
2019-10-23 13:20:00,1
2019-10-23 13:45:00,1
2019-10-23 13:47:00,6
2019-10-23 14:21:00,1
2019-10-23 14:25:00,29
2019-10-23 14:26:00,9
2019-10-23 15:45:00,5
2019-10-23 16:20:00,1
2019-10-23 16:23:00,18
2019-10-23 17:20:00,1
2019-10-23 17:45:00,1
2019-10-23 17:48:00,1
