284,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-10-23 00:01:00,4
2019-10-23 00:02:00,1
2019-10-23 00:03:00,1
2019-10-23 00:06:00,4
2019-10-23 00:07:00,9
2019-10-23 00:08:00,10
2019-10-23 00:09:00,6
2019-10-23 00:10:00,11
2019-10-23 00:11:00,9
2019-10-23 00:12:00,8
2019-10-23 00:13:00,9
2019-10-23 00:14:00,13
2019-10-23 00:15:00,21
2019-10-23 00:16:00,6
2019-10-23 00:18:00,5
2019-10-23 00:19:00,6
2019-10-23 00:20:00,2
2019-10-23 00:21:00,10
2019-10-23 00:22:00,1
2019-10-23 00:23:00,5
2019-10-23 00:24:00,9
2019-10-23 00:25:00,6
2019-10-23 00:26:00,2
2019-10-23 00:27:00,6
2019-10-23 00:28:00,7
2019-10-23 00:29:00,9
2019-10-23 00:30:00,6
2019-10-23 00:31:00,8
2019-10-23 00:32:00,5
2019-10-23 00:33:00,17
2019-10-23 00:34:00,12
2019-10-23 00:36:00,1
2019-10-23 00:37:00,1
2019-10-23 00:38:00,4
2019-10-23 00:39:00,2
2019-10-23 00:40:00,2
2019-10-23 00:41:00,5
2019-10-23 00:42:00,4
2019-10-23 00:43:00,1
2019-10-23 00:45:00,2
2019-10-23 00:46:00,6
2019-10-23 00:48:00,1
2019-10-23 00:49:00,3
2019-10-23 00:50:00,5
2019-10-23 00:51:00,3
2019-10-23 00:52:00,7
2019-10-23 00:53:00,1
2019-10-23 00:54:00,3
2019-10-23 00:55:00,2
2019-10-23 00:56:00,3
