190,select distinct parent from DBViewCols where viewname=&&&
2019-10-23 01:56:00,1
2019-10-23 02:23:00,1
2019-10-23 06:28:00,1
2019-10-23 06:47:00,1
2019-10-23 08:48:00,1
2019-10-23 10:11:00,1
2019-10-23 10:29:00,1
2019-10-23 10:33:00,1
2019-10-23 10:38:00,1
2019-10-23 10:56:00,2
2019-10-23 11:00:00,1
2019-10-23 11:01:00,1
2019-10-23 11:06:00,1
2019-10-23 11:38:00,1
2019-10-23 11:42:00,1
2019-10-23 11:43:00,3
2019-10-23 11:52:00,4
2019-10-23 12:09:00,1
2019-10-23 12:54:00,1
2019-10-23 13:13:00,1
2019-10-23 13:16:00,4
2019-10-23 13:18:00,4
2019-10-23 14:16:00,2
2019-10-23 15:00:00,4
2019-10-23 15:40:00,1
2019-10-23 16:11:00,1
2019-10-23 16:12:00,1
2019-10-23 16:36:00,1
2019-10-23 17:58:00,1
2019-10-23 17:59:00,1
2019-10-23 18:28:00,1
2019-10-23 18:32:00,1
2019-10-23 18:36:00,4
2019-10-23 18:37:00,5
2019-10-23 18:43:00,3
2019-10-23 20:00:00,2
2019-10-23 20:01:00,5
2019-10-23 20:32:00,4
2019-10-23 20:33:00,2
2019-10-23 20:40:00,4
2019-10-23 21:03:00,2
2019-10-23 21:04:00,7
2019-10-23 21:05:00,4
2019-10-23 21:06:00,2
2019-10-23 21:09:00,1
2019-10-23 21:10:00,3
2019-10-23 21:11:00,4
2019-10-23 21:40:00,8
2019-10-23 21:41:00,4
2019-10-23 22:04:00,1
2019-10-23 22:05:00,8
2019-10-23 22:10:00,3
2019-10-23 22:11:00,4
2019-10-23 22:12:00,6
2019-10-23 22:13:00,3
2019-10-23 22:28:00,7
2019-10-23 22:29:00,4
2019-10-23 23:18:00,3
2019-10-23 23:19:00,7
2019-10-23 23:23:00,2
2019-10-23 23:24:00,3
2019-10-23 23:25:00,3
2019-10-23 23:26:00,1
2019-10-23 23:30:00,1
2019-10-23 23:31:00,2
2019-10-23 23:34:00,3
2019-10-23 23:35:00,8
2019-10-23 23:36:00,5
2019-10-23 23:37:00,2
2019-10-23 23:49:00,2
