49,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-10-23 18:39:00,1
2019-10-23 19:03:00,1
2019-10-23 19:05:00,1
2019-10-23 19:23:00,1
2019-10-23 19:38:00,1
2019-10-23 19:58:00,1
2019-10-23 20:01:00,1
2019-10-23 20:02:00,2
2019-10-23 20:13:00,1
2019-10-23 20:32:00,1
2019-10-23 20:33:00,1
2019-10-23 20:34:00,1
2019-10-23 20:35:00,2
2019-10-23 20:40:00,2
2019-10-23 20:44:00,1
2019-10-23 20:52:00,1
2019-10-23 20:57:00,2
2019-10-23 20:59:00,1
2019-10-23 21:01:00,2
2019-10-23 22:15:00,1
2019-10-23 22:17:00,1
2019-10-23 22:20:00,1
2019-10-23 22:46:00,1
2019-10-23 22:47:00,1
2019-10-23 22:48:00,1
2019-10-23 22:50:00,1
2019-10-23 22:58:00,2
2019-10-23 22:59:00,1
2019-10-23 23:00:00,2
2019-10-23 23:06:00,1
2019-10-23 23:08:00,1
2019-10-23 23:11:00,1
2019-10-23 23:20:00,3
2019-10-23 23:21:00,2
2019-10-23 23:26:00,1
2019-10-23 23:28:00,1
2019-10-23 23:51:00,1
2019-10-23 23:52:00,2
