255,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-10-23 05:55:00,2
2019-10-23 05:56:00,2
2019-10-23 05:57:00,2
2019-10-23 05:58:00,3
2019-10-23 05:59:00,3
2019-10-23 06:00:00,3
2019-10-23 06:01:00,3
2019-10-23 06:02:00,2
2019-10-23 06:03:00,3
2019-10-23 06:04:00,3
2019-10-23 06:05:00,4
2019-10-23 06:06:00,3
2019-10-23 06:07:00,4
2019-10-23 06:08:00,2
2019-10-23 06:09:00,4
2019-10-23 06:10:00,3
2019-10-23 06:11:00,4
2019-10-23 06:12:00,4
2019-10-23 06:13:00,3
2019-10-23 06:14:00,1
2019-10-23 06:15:00,3
2019-10-23 06:16:00,2
2019-10-23 06:17:00,2
2019-10-23 06:18:00,2
2019-10-23 06:19:00,3
2019-10-23 06:20:00,4
2019-10-23 06:21:00,3
2019-10-23 06:22:00,4
2019-10-23 06:23:00,3
2019-10-23 06:24:00,4
2019-10-23 06:25:00,4
2019-10-23 06:26:00,4
2019-10-23 06:27:00,4
2019-10-23 06:28:00,3
2019-10-23 06:29:00,4
2019-10-23 06:30:00,4
2019-10-23 06:31:00,2
2019-10-23 06:32:00,4
2019-10-23 06:33:00,4
2019-10-23 06:34:00,4
2019-10-23 06:35:00,3
2019-10-23 06:36:00,3
2019-10-23 06:37:00,5
2019-10-23 06:38:00,4
2019-10-23 06:39:00,4
2019-10-23 06:40:00,4
2019-10-23 06:41:00,3
2019-10-23 06:42:00,4
2019-10-23 06:43:00,4
2019-10-23 06:44:00,5
2019-10-23 06:45:00,1
2019-10-23 06:46:00,4
2019-10-23 06:47:00,4
2019-10-23 06:48:00,5
2019-10-23 06:49:00,4
2019-10-23 06:50:00,4
2019-10-23 06:51:00,3
2019-10-23 06:52:00,4
2019-10-23 06:53:00,5
2019-10-23 06:54:00,4
2019-10-23 06:55:00,3
2019-10-23 06:56:00,4
2019-10-23 06:57:00,4
2019-10-23 06:58:00,4
2019-10-23 06:59:00,4
2019-10-23 07:00:00,5
2019-10-23 07:01:00,3
2019-10-23 07:02:00,4
2019-10-23 07:03:00,4
2019-10-23 07:04:00,5
2019-10-23 07:05:00,2
2019-10-23 15:11:00,1
2019-10-23 15:12:00,1
2019-10-23 15:13:00,1
2019-10-23 15:14:00,3
2019-10-23 15:15:00,2
2019-10-23 15:16:00,2
2019-10-23 15:17:00,1
