244,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-23 19:12:00,1
2019-10-23 19:22:00,1
2019-10-23 19:23:00,1
2019-10-23 19:24:00,1
2019-10-23 19:26:00,6
2019-10-23 19:27:00,1
2019-10-23 19:28:00,7
2019-10-23 19:29:00,5
2019-10-23 19:30:00,9
2019-10-23 19:31:00,6
2019-10-23 19:33:00,7
2019-10-23 19:34:00,8
2019-10-23 19:35:00,3
2019-10-23 19:37:00,1
2019-10-23 19:39:00,1
2019-10-23 19:40:00,1
2019-10-23 19:41:00,4
2019-10-23 19:43:00,4
2019-10-23 19:44:00,5
2019-10-23 19:45:00,1
2019-10-23 19:47:00,1
2019-10-23 19:49:00,2
2019-10-23 19:51:00,3
2019-10-23 19:52:00,1
2019-10-23 19:53:00,1
2019-10-23 19:54:00,3
2019-10-23 19:56:00,6
2019-10-23 19:59:00,1
2019-10-23 20:02:00,1
2019-10-23 20:04:00,1
2019-10-23 20:09:00,1
2019-10-23 20:13:00,1
2019-10-23 20:16:00,1
2019-10-23 20:18:00,1
2019-10-23 20:23:00,1
2019-10-23 20:28:00,1
2019-10-23 20:32:00,1
2019-10-23 20:37:00,1
2019-10-23 20:40:00,1
2019-10-23 20:42:00,1
2019-10-23 20:47:00,1
2019-10-23 20:51:00,1
2019-10-23 20:53:00,1
2019-10-23 20:55:00,1
2019-10-23 21:00:00,1
2019-10-23 21:04:00,1
2019-10-23 21:09:00,1
2019-10-23 21:11:00,3
2019-10-23 21:13:00,3
2019-10-23 21:18:00,1
2019-10-23 21:19:00,1
2019-10-23 21:22:00,1
2019-10-23 21:26:00,3
2019-10-23 21:31:00,2
2019-10-23 21:33:00,1
2019-10-23 21:35:00,1
2019-10-23 21:37:00,1
2019-10-23 21:39:00,2
2019-10-23 21:42:00,3
2019-10-23 21:45:00,1
2019-10-23 21:48:00,1
2019-10-23 21:49:00,1
2019-10-23 21:51:00,1
2019-10-23 21:56:00,1
2019-10-23 22:00:00,1
2019-10-23 22:05:00,1
2019-10-23 22:14:00,1
2019-10-23 22:17:00,1
2019-10-23 22:20:00,2
2019-10-23 22:22:00,1
2019-10-23 22:25:00,1
2019-10-23 22:30:00,4
2019-10-23 22:31:00,3
2019-10-23 22:34:00,1
2019-10-23 22:35:00,2
2019-10-23 22:36:00,2
2019-10-23 22:40:00,2
2019-10-23 22:42:00,2
2019-10-23 22:43:00,1
2019-10-23 22:45:00,2
2019-10-23 22:47:00,2
2019-10-23 22:49:00,3
2019-10-23 22:51:00,8
2019-10-23 22:53:00,4
2019-10-23 22:54:00,4
2019-10-23 22:56:00,3
2019-10-23 22:58:00,1
2019-10-23 23:03:00,1
2019-10-23 23:05:00,1
2019-10-23 23:07:00,6
2019-10-23 23:09:00,4
2019-10-23 23:11:00,1
2019-10-23 23:13:00,1
2019-10-23 23:15:00,1
2019-10-23 23:17:00,1
2019-10-23 23:19:00,1
2019-10-23 23:21:00,1
2019-10-23 23:22:00,1
2019-10-23 23:24:00,3
2019-10-23 23:25:00,2
2019-10-23 23:29:00,3
2019-10-23 23:32:00,5
2019-10-23 23:33:00,2
2019-10-23 23:37:00,1
2019-10-23 23:42:00,1
2019-10-23 23:46:00,1
2019-10-23 23:48:00,3
2019-10-23 23:49:00,1
2019-10-23 23:51:00,1
2019-10-23 23:52:00,1
2019-10-23 23:54:00,1
2019-10-23 23:55:00,1
2019-10-23 23:56:00,2
2019-10-23 23:57:00,6
2019-10-23 23:59:00,2
