16,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-07-15 04:54:00,2
2019-07-15 04:56:00,1
2019-07-15 05:03:00,1
2019-07-15 05:04:00,1
2019-07-15 05:05:00,1
2019-07-15 05:06:00,1
2019-07-15 05:13:00,1
2019-07-15 05:14:00,1
2019-07-15 05:16:00,1
2019-07-15 05:17:00,1
2019-07-15 08:47:00,1
2019-07-15 08:48:00,1
2019-07-15 23:04:00,1
2019-07-15 23:07:00,1
2019-07-15 23:14:00,1
