10,select top # * from [Chandra_XMM_maser_all_Nh]
2019-07-15 12:00:00,1
2019-07-15 12:05:00,1
2019-07-15 12:06:00,1
2019-07-15 12:10:00,1
2019-07-15 12:12:00,1
2019-07-15 12:17:00,1
2019-07-15 12:18:00,1
2019-07-15 12:19:00,1
2019-07-15 12:26:00,1
2019-07-15 14:53:00,1
