19,"SELECT p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petror9#_r > #   and p.ra between # and #   and s.z between # and #   and p.g < #"
2019-07-15 09:15:00,1
2019-07-15 09:58:00,1
2019-07-15 10:04:00,1
2019-07-15 10:12:00,1
2019-07-15 10:19:00,1
2019-07-15 10:33:00,1
2019-07-15 10:34:00,1
2019-07-15 10:35:00,1
2019-07-15 10:37:00,1
2019-07-15 10:38:00,1
2019-07-15 10:39:00,1
2019-07-15 10:40:00,1
2019-07-15 10:42:00,1
2019-07-15 11:33:00,1
2019-07-15 11:40:00,1
2019-07-15 11:42:00,1
2019-07-15 12:20:00,1
2019-07-15 12:35:00,1
2019-07-15 12:46:00,1
