65,select * from galSpecInfo where specObjId=#
2019-07-15 00:34:00,1
2019-07-15 03:19:00,1
2019-07-15 03:57:00,1
2019-07-15 04:52:00,1
2019-07-15 04:54:00,1
2019-07-15 05:29:00,1
2019-07-15 07:08:00,2
2019-07-15 07:09:00,1
2019-07-15 07:15:00,1
2019-07-15 08:19:00,1
2019-07-15 09:20:00,1
2019-07-15 09:51:00,1
2019-07-15 09:56:00,1
2019-07-15 09:57:00,1
2019-07-15 11:24:00,9
2019-07-15 13:14:00,1
2019-07-15 13:17:00,1
2019-07-15 13:20:00,1
2019-07-15 13:23:00,1
2019-07-15 13:26:00,1
2019-07-15 13:29:00,1
2019-07-15 13:31:00,1
2019-07-15 13:34:00,1
2019-07-15 13:37:00,1
2019-07-15 13:40:00,1
2019-07-15 13:43:00,1
2019-07-15 13:45:00,1
2019-07-15 13:49:00,1
2019-07-15 13:52:00,1
2019-07-15 13:54:00,1
2019-07-15 13:57:00,1
2019-07-15 14:01:00,1
2019-07-15 14:11:00,1
2019-07-15 14:14:00,1
2019-07-15 14:18:00,1
2019-07-15 14:20:00,1
2019-07-15 14:28:00,1
2019-07-15 15:01:00,4
2019-07-15 15:26:00,1
2019-07-15 15:30:00,1
2019-07-15 16:02:00,1
2019-07-15 16:08:00,1
2019-07-15 16:35:00,1
2019-07-15 16:51:00,1
2019-07-15 17:38:00,1
2019-07-15 17:39:00,1
2019-07-15 19:06:00,4
2019-07-15 19:07:00,2
2019-07-15 22:50:00,1
