120,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-07-15 01:14:00,5
2019-07-15 01:15:00,9
2019-07-15 07:47:00,5
2019-07-15 07:48:00,1
2019-07-15 08:06:00,6
2019-07-15 08:18:00,4
2019-07-15 08:20:00,4
2019-07-15 08:25:00,4
2019-07-15 21:37:00,4
2019-07-15 22:07:00,4
2019-07-15 22:23:00,4
2019-07-15 22:27:00,3
2019-07-15 22:28:00,1
2019-07-15 22:32:00,4
2019-07-15 22:34:00,4
2019-07-15 22:36:00,4
2019-07-15 22:46:00,1
2019-07-15 22:47:00,3
2019-07-15 22:50:00,4
2019-07-15 22:53:00,4
2019-07-15 22:57:00,4
2019-07-15 23:02:00,4
2019-07-15 23:55:00,8
2019-07-15 23:56:00,8
2019-07-15 23:57:00,4
2019-07-15 23:58:00,8
2019-07-15 23:59:00,6
