57,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-12 02:28:00,1
2019-08-12 04:10:00,1
2019-08-12 04:21:00,1
2019-08-12 04:29:00,1
2019-08-12 04:36:00,1
2019-08-12 04:42:00,1
2019-08-12 08:07:00,9
2019-08-12 08:18:00,1
2019-08-12 08:45:00,1
2019-08-12 09:34:00,3
2019-08-12 09:35:00,4
2019-08-12 09:36:00,3
2019-08-12 09:46:00,1
2019-08-12 10:46:00,1
2019-08-12 11:45:00,1
2019-08-12 12:45:00,1
2019-08-12 13:49:00,1
2019-08-12 14:31:00,1
2019-08-12 14:45:00,1
2019-08-12 15:46:00,1
2019-08-12 16:27:00,8
2019-08-12 16:28:00,1
2019-08-12 16:46:00,1
2019-08-12 17:30:00,2
2019-08-12 17:31:00,7
2019-08-12 17:45:00,1
2019-08-12 18:45:00,1
2019-08-12 19:45:00,1
