11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-12 14:33:00,1
2019-08-12 14:44:00,1
2019-08-12 14:53:00,1
2019-08-12 14:56:00,1
2019-08-12 14:59:00,1
2019-08-12 15:01:00,1
2019-08-12 15:06:00,1
2019-08-12 15:43:00,1
2019-08-12 16:07:00,1
2019-08-12 16:11:00,1
2019-08-12 16:13:00,1
