544,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-12 10:16:00,5
2019-08-12 10:18:00,2
2019-08-12 10:28:00,2
2019-08-12 10:29:00,2
2019-08-12 10:30:00,4
2019-08-12 10:31:00,2
2019-08-12 10:32:00,2
2019-08-12 10:34:00,2
2019-08-12 10:49:00,2
2019-08-12 10:50:00,2
2019-08-12 10:51:00,2
2019-08-12 10:52:00,4
2019-08-12 10:54:00,2
2019-08-12 10:56:00,2
2019-08-12 13:15:00,2
2019-08-12 13:17:00,2
2019-08-12 13:18:00,2
2019-08-12 13:22:00,2
2019-08-12 13:24:00,2
2019-08-12 13:25:00,2
2019-08-12 13:26:00,1
2019-08-12 13:28:00,1
2019-08-12 13:33:00,1
2019-08-12 13:34:00,2
2019-08-12 13:35:00,1
2019-08-12 13:37:00,1
2019-08-12 13:38:00,2
2019-08-12 13:40:00,2
2019-08-12 13:41:00,1
2019-08-12 13:42:00,1
2019-08-12 13:43:00,1
2019-08-12 13:50:00,2
2019-08-12 13:56:00,2
