28,select * from Field where fieldId=#
2019-08-12 05:35:00,1
2019-08-12 06:08:00,1
2019-08-12 07:09:00,1
2019-08-12 07:42:00,1
2019-08-12 07:46:00,1
2019-08-12 07:50:00,1
2019-08-12 09:46:00,1
2019-08-12 10:09:00,1
2019-08-12 10:33:00,1
2019-08-12 10:34:00,1
2019-08-12 10:45:00,1
2019-08-12 12:05:00,1
2019-08-12 12:11:00,1
2019-08-12 14:10:00,1
2019-08-12 14:42:00,1
2019-08-12 14:44:00,1
2019-08-12 15:25:00,1
2019-08-12 15:37:00,1
2019-08-12 15:42:00,1
2019-08-12 15:48:00,1
2019-08-12 17:52:00,1
2019-08-12 18:12:00,1
2019-08-12 18:54:00,1
2019-08-12 19:22:00,1
2019-08-12 19:32:00,1
2019-08-12 20:03:00,1
2019-08-12 20:47:00,1
2019-08-12 21:47:00,1
