32,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-12 12:29:00,1
2019-08-12 13:02:00,1
2019-08-12 13:04:00,8
2019-08-12 13:07:00,1
2019-08-12 14:09:00,1
2019-08-12 20:08:00,1
2019-08-12 20:56:00,1
2019-08-12 21:03:00,1
2019-08-12 21:18:00,1
2019-08-12 21:25:00,2
2019-08-12 21:26:00,2
2019-08-12 21:27:00,1
2019-08-12 21:28:00,1
2019-08-12 21:30:00,1
2019-08-12 21:33:00,2
2019-08-12 21:34:00,2
2019-08-12 22:02:00,1
2019-08-12 22:05:00,1
2019-08-12 22:12:00,1
2019-08-12 22:27:00,1
2019-08-12 22:56:00,1
