13,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-08-12 09:12:00,1
2019-08-12 09:13:00,1
2019-08-12 09:26:00,1
2019-08-12 10:02:00,1
2019-08-12 10:08:00,1
2019-08-12 10:34:00,1
2019-08-12 11:46:00,1
2019-08-12 11:53:00,1
2019-08-12 13:25:00,1
2019-08-12 14:13:00,1
2019-08-12 14:16:00,1
2019-08-12 15:16:00,1
2019-08-12 17:04:00,1
