7,"SELECT TOP # PhotoObjAll.ra, PhotoObjAll.dec into mydb.MyTable_# from PhotoObjAll, SpecObjAll,  stellarMassStarformingPort  WHERE SpecObjAll.z < # AND SpecObjAll.z > # AND SpecObjAll.class = &&& AND SpecObjAll.zWarning = # AND  PhotoObjAll.expRad_u > #   AND PhotoObjAll.SPecObjID = SpecObjAll.SpecObjID AND PhotoObjAll.SPecObjID = stellarMassStarformingPort.SpecObjID AND  stellarMassStarformingPort.SFR < #"
2019-08-12 17:52:00,1
2019-08-12 17:54:00,1
2019-08-12 17:55:00,2
2019-08-12 17:56:00,2
2019-08-12 17:57:00,1
