974,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-10-01 05:22:00,42
2019-10-01 06:35:00,42
2019-10-01 07:35:00,18
2019-10-01 10:59:00,84
2019-10-01 11:09:00,188
2019-10-01 12:19:00,42
2019-10-01 15:38:00,42
2019-10-01 16:34:00,42
2019-10-01 17:10:00,42
2019-10-01 17:26:00,18
2019-10-01 18:29:00,18
2019-10-01 19:07:00,42
2019-10-01 19:13:00,18
2019-10-01 20:38:00,42
2019-10-01 20:47:00,42
2019-10-01 20:59:00,42
2019-10-01 21:05:00,42
2019-10-01 21:41:00,42
2019-10-01 21:44:00,42
2019-10-01 21:45:00,42
2019-10-01 23:43:00,42
