17,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-10-01 14:12:00,1
2019-10-01 14:18:00,1
2019-10-01 14:20:00,1
2019-10-01 14:28:00,1
2019-10-01 14:33:00,1
2019-10-01 14:37:00,1
2019-10-01 14:42:00,1
2019-10-01 14:45:00,1
2019-10-01 14:50:00,1
2019-10-01 14:53:00,1
2019-10-01 14:58:00,1
2019-10-01 15:12:00,1
2019-10-01 15:16:00,1
2019-10-01 15:19:00,1
2019-10-01 15:22:00,1
2019-10-01 15:28:00,1
2019-10-01 15:32:00,1
