359,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-01 00:01:00,2
2019-10-01 00:02:00,4
2019-10-01 00:07:00,2
2019-10-01 00:09:00,2
2019-10-01 00:10:00,2
2019-10-01 00:18:00,2
2019-10-01 00:20:00,1
2019-10-01 00:23:00,2
2019-10-01 00:25:00,2
2019-10-01 00:29:00,4
2019-10-01 00:36:00,2
2019-10-01 01:22:00,4
2019-10-01 01:23:00,2
2019-10-01 01:25:00,4
2019-10-01 01:27:00,2
2019-10-01 01:29:00,2
2019-10-01 01:38:00,6
2019-10-01 01:40:00,2
2019-10-01 01:41:00,2
2019-10-01 01:42:00,2
2019-10-01 01:45:00,2
2019-10-01 01:52:00,4
2019-10-01 01:53:00,2
2019-10-01 01:55:00,2
2019-10-01 01:56:00,3
2019-10-01 01:59:00,2
2019-10-01 02:06:00,4
2019-10-01 02:07:00,2
2019-10-01 02:08:00,2
2019-10-01 02:10:00,4
2019-10-01 02:13:00,2
2019-10-01 02:20:00,2
2019-10-01 02:21:00,2
2019-10-01 02:23:00,2
2019-10-01 02:24:00,2
2019-10-01 02:25:00,2
2019-10-01 02:29:00,2
2019-10-01 02:34:00,2
2019-10-01 02:35:00,2
2019-10-01 02:37:00,4
2019-10-01 02:40:00,2
2019-10-01 02:41:00,2
2019-10-01 02:44:00,2
2019-10-01 02:49:00,3
2019-10-01 02:50:00,1
2019-10-01 02:52:00,4
2019-10-01 02:53:00,2
2019-10-01 02:54:00,2
2019-10-01 02:56:00,2
2019-10-01 03:03:00,4
2019-10-01 03:04:00,2
2019-10-01 03:05:00,2
2019-10-01 03:07:00,4
2019-10-01 03:09:00,2
2019-10-01 03:21:00,2
2019-10-01 03:22:00,4
2019-10-01 03:23:00,2
2019-10-01 03:25:00,4
2019-10-01 03:28:00,2
2019-10-01 03:39:00,2
2019-10-01 03:41:00,6
2019-10-01 03:44:00,2
2019-10-01 03:45:00,2
2019-10-01 03:46:00,2
2019-10-01 03:53:00,4
2019-10-01 03:54:00,2
2019-10-01 03:55:00,2
2019-10-01 03:56:00,2
2019-10-01 03:57:00,2
2019-10-01 03:59:00,2
2019-10-01 04:08:00,2
2019-10-01 04:09:00,4
2019-10-01 04:11:00,2
2019-10-01 04:12:00,2
2019-10-01 04:14:00,1
2019-10-01 04:16:00,2
2019-10-01 04:22:00,2
2019-10-01 04:23:00,4
2019-10-01 04:25:00,2
2019-10-01 04:26:00,2
2019-10-01 04:27:00,1
2019-10-01 04:30:00,2
2019-10-01 04:36:00,2
2019-10-01 04:37:00,4
2019-10-01 04:38:00,2
2019-10-01 04:40:00,2
2019-10-01 04:41:00,2
2019-10-01 04:48:00,2
2019-10-01 04:50:00,3
2019-10-01 04:51:00,3
2019-10-01 04:53:00,2
2019-10-01 04:54:00,1
2019-10-01 04:56:00,2
2019-10-01 05:02:00,2
2019-10-01 05:03:00,3
2019-10-01 05:04:00,3
2019-10-01 05:06:00,2
2019-10-01 05:07:00,1
2019-10-01 05:09:00,2
2019-10-01 05:54:00,2
2019-10-01 05:55:00,2
2019-10-01 05:57:00,4
2019-10-01 05:59:00,3
2019-10-01 06:01:00,2
2019-10-01 06:11:00,2
2019-10-01 06:12:00,2
2019-10-01 06:13:00,4
2019-10-01 06:16:00,4
2019-10-01 06:26:00,2
2019-10-01 06:27:00,3
2019-10-01 06:28:00,3
2019-10-01 06:30:00,3
2019-10-01 06:32:00,2
2019-10-01 06:41:00,4
2019-10-01 06:42:00,2
2019-10-01 06:43:00,2
2019-10-01 06:44:00,1
2019-10-01 06:45:00,2
2019-10-01 06:47:00,2
2019-10-01 06:55:00,2
2019-10-01 06:56:00,2
2019-10-01 06:57:00,2
2019-10-01 06:58:00,2
2019-10-01 07:00:00,3
2019-10-01 07:02:00,2
2019-10-01 07:10:00,2
2019-10-01 07:11:00,2
2019-10-01 07:12:00,4
2019-10-01 07:15:00,4
2019-10-01 07:17:00,2
2019-10-01 08:27:00,6
2019-10-01 08:29:00,2
2019-10-01 08:30:00,3
2019-10-01 08:33:00,2
2019-10-01 08:39:00,1
2019-10-01 08:40:00,1
2019-10-01 08:41:00,4
2019-10-01 08:42:00,2
2019-10-01 08:44:00,2
2019-10-01 08:45:00,2
2019-10-01 08:46:00,2
2019-10-01 08:55:00,2
2019-10-01 08:56:00,4
2019-10-01 08:57:00,2
2019-10-01 08:59:00,4
2019-10-01 09:01:00,2
