25,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-08-08 09:03:00,1
2019-08-08 20:34:00,3
2019-08-08 20:35:00,1
2019-08-08 20:50:00,3
2019-08-08 20:51:00,1
2019-08-08 21:01:00,1
2019-08-08 21:02:00,3
2019-08-08 21:11:00,1
2019-08-08 21:12:00,3
2019-08-08 21:21:00,3
2019-08-08 21:22:00,1
2019-08-08 22:12:00,3
2019-08-08 22:13:00,1
