1076,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-08-08 00:17:00,1
2019-08-08 00:18:00,63
2019-08-08 00:19:00,16
2019-08-08 00:21:00,63
2019-08-08 00:22:00,65
2019-08-08 00:23:00,32
2019-08-08 12:03:00,40
2019-08-08 12:59:00,19
2019-08-08 13:00:00,17
2019-08-08 13:08:00,44
2019-08-08 13:09:00,65
2019-08-08 13:10:00,70
2019-08-08 13:11:00,21
2019-08-08 13:19:00,25
2019-08-08 13:20:00,15
2019-08-08 14:13:00,40
2019-08-08 14:33:00,40
2019-08-08 15:13:00,40
2019-08-08 16:03:00,10
2019-08-08 16:04:00,63
2019-08-08 16:05:00,47
2019-08-08 17:09:00,2
2019-08-08 17:10:00,38
2019-08-08 18:17:00,53
2019-08-08 18:18:00,27
2019-08-08 18:19:00,2
2019-08-08 18:20:00,67
2019-08-08 18:21:00,68
2019-08-08 18:22:00,23
