99,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-08 04:56:00,1
2019-08-08 04:59:00,1
2019-08-08 07:30:00,4
2019-08-08 07:31:00,2
2019-08-08 10:30:00,3
2019-08-08 11:28:00,1
2019-08-08 13:02:00,9
2019-08-08 13:05:00,14
2019-08-08 13:06:00,1
2019-08-08 13:08:00,6
2019-08-08 16:24:00,1
2019-08-08 16:27:00,1
2019-08-08 16:28:00,1
2019-08-08 16:30:00,4
2019-08-08 16:31:00,2
2019-08-08 16:44:00,1
2019-08-08 16:55:00,1
2019-08-08 17:02:00,2
2019-08-08 17:03:00,3
2019-08-08 17:04:00,1
2019-08-08 17:05:00,6
2019-08-08 17:07:00,7
2019-08-08 17:08:00,9
2019-08-08 17:17:00,1
2019-08-08 17:19:00,2
2019-08-08 17:20:00,1
2019-08-08 17:33:00,1
2019-08-08 17:34:00,1
2019-08-08 17:38:00,1
2019-08-08 17:39:00,1
2019-08-08 17:59:00,1
2019-08-08 18:09:00,1
2019-08-08 18:11:00,1
2019-08-08 18:28:00,1
2019-08-08 18:47:00,1
2019-08-08 18:55:00,1
2019-08-08 19:02:00,1
2019-08-08 21:38:00,1
2019-08-08 21:50:00,1
2019-08-08 22:50:00,1
