2,"SELECT specObjID, psfMag_g, z INTO mydb.sdss1#gal_extras FROM SpecObjAll   WHERE class=&&& AND subClass!=&&& AND subClass!=&&& AND zWarning=#"
2019-08-08 05:59:00,1
2019-08-08 06:00:00,1
