92,select * from fDocFunctionParams(&&&)
2019-08-08 00:13:00,1
2019-08-08 00:37:00,1
2019-08-08 00:59:00,1
2019-08-08 01:05:00,1
2019-08-08 01:32:00,1
2019-08-08 01:39:00,1
2019-08-08 01:41:00,1
2019-08-08 01:54:00,1
2019-08-08 02:39:00,1
2019-08-08 02:46:00,1
2019-08-08 05:00:00,1
2019-08-08 05:13:00,1
2019-08-08 05:16:00,1
2019-08-08 05:29:00,1
2019-08-08 05:32:00,1
2019-08-08 05:39:00,1
2019-08-08 05:42:00,1
2019-08-08 06:08:00,1
2019-08-08 06:19:00,1
2019-08-08 06:20:00,1
2019-08-08 08:11:00,1
2019-08-08 08:13:00,2
2019-08-08 08:16:00,1
2019-08-08 08:18:00,2
2019-08-08 08:19:00,1
2019-08-08 08:27:00,1
2019-08-08 08:47:00,1
2019-08-08 09:33:00,1
2019-08-08 09:48:00,1
2019-08-08 10:14:00,1
2019-08-08 10:47:00,1
2019-08-08 10:50:00,1
2019-08-08 11:26:00,1
2019-08-08 11:29:00,1
2019-08-08 12:05:00,1
2019-08-08 12:21:00,1
2019-08-08 12:36:00,1
2019-08-08 12:37:00,1
2019-08-08 13:02:00,2
2019-08-08 13:03:00,4
2019-08-08 13:08:00,1
2019-08-08 13:46:00,1
2019-08-08 14:24:00,1
2019-08-08 14:30:00,2
2019-08-08 14:44:00,1
2019-08-08 14:49:00,1
2019-08-08 14:53:00,1
2019-08-08 14:54:00,1
2019-08-08 15:09:00,3
2019-08-08 15:48:00,1
2019-08-08 15:55:00,1
2019-08-08 15:57:00,1
2019-08-08 15:59:00,1
2019-08-08 16:00:00,1
2019-08-08 16:06:00,1
2019-08-08 16:13:00,1
2019-08-08 16:30:00,1
2019-08-08 17:04:00,1
2019-08-08 18:25:00,2
2019-08-08 18:29:00,1
2019-08-08 18:35:00,2
2019-08-08 18:48:00,3
2019-08-08 19:09:00,1
2019-08-08 19:11:00,1
2019-08-08 19:45:00,1
2019-08-08 19:54:00,1
2019-08-08 19:55:00,1
2019-08-08 20:18:00,1
2019-08-08 20:28:00,1
2019-08-08 20:37:00,1
2019-08-08 20:38:00,1
2019-08-08 20:39:00,1
2019-08-08 21:30:00,1
2019-08-08 21:36:00,2
2019-08-08 22:01:00,1
2019-08-08 22:54:00,1
2019-08-08 23:16:00,1
2019-08-08 23:17:00,1
