2,"SELECT TOP # 
  p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z,
  p.run, p.rerun, p.camcol, p.field,
  p.petroRad_r
  FROM PhotoObj as p
  WHERE 
  p.objid IN(#, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #, 
 #"
2019-08-08 12:47:00,1
2019-08-08 23:10:00,1
