156,select * from dbo.fDocColumns(&&&)
2019-08-08 00:22:00,1
2019-08-08 00:40:00,1
2019-08-08 00:56:00,1
2019-08-08 01:19:00,2
2019-08-08 01:26:00,1
2019-08-08 01:39:00,1
2019-08-08 01:40:00,1
2019-08-08 01:50:00,1
2019-08-08 02:00:00,3
2019-08-08 02:01:00,1
2019-08-08 02:02:00,2
2019-08-08 02:12:00,1
2019-08-08 02:16:00,1
2019-08-08 02:18:00,2
2019-08-08 02:20:00,1
2019-08-08 02:26:00,1
2019-08-08 02:45:00,2
2019-08-08 03:00:00,1
2019-08-08 03:09:00,1
2019-08-08 03:10:00,1
2019-08-08 03:35:00,1
2019-08-08 03:58:00,1
2019-08-08 04:22:00,1
2019-08-08 05:03:00,1
2019-08-08 05:05:00,2
2019-08-08 05:07:00,1
2019-08-08 05:56:00,1
2019-08-08 05:57:00,1
2019-08-08 06:38:00,1
2019-08-08 06:42:00,1
2019-08-08 06:59:00,2
2019-08-08 07:02:00,4
2019-08-08 07:05:00,1
2019-08-08 07:27:00,1
2019-08-08 07:55:00,1
2019-08-08 08:10:00,1
2019-08-08 08:14:00,1
2019-08-08 08:15:00,1
2019-08-08 08:16:00,1
2019-08-08 08:17:00,1
2019-08-08 08:23:00,1
2019-08-08 08:24:00,2
2019-08-08 08:36:00,2
2019-08-08 08:41:00,1
2019-08-08 08:49:00,1
2019-08-08 08:59:00,2
2019-08-08 09:01:00,1
2019-08-08 09:21:00,1
2019-08-08 09:25:00,1
2019-08-08 09:36:00,2
2019-08-08 09:41:00,1
2019-08-08 09:43:00,2
2019-08-08 09:45:00,1
2019-08-08 09:48:00,3
2019-08-08 09:49:00,1
2019-08-08 09:51:00,2
2019-08-08 10:14:00,1
2019-08-08 10:26:00,1
2019-08-08 10:28:00,1
2019-08-08 10:39:00,1
2019-08-08 11:23:00,2
2019-08-08 11:31:00,1
2019-08-08 11:33:00,1
2019-08-08 11:59:00,2
2019-08-08 12:45:00,1
2019-08-08 12:51:00,1
2019-08-08 12:55:00,2
2019-08-08 12:56:00,1
2019-08-08 13:43:00,1
2019-08-08 14:09:00,2
2019-08-08 14:30:00,1
2019-08-08 14:37:00,2
2019-08-08 14:54:00,1
2019-08-08 15:08:00,1
2019-08-08 15:34:00,1
2019-08-08 15:41:00,1
2019-08-08 15:42:00,1
2019-08-08 15:56:00,1
2019-08-08 16:36:00,2
2019-08-08 16:37:00,2
2019-08-08 16:39:00,2
2019-08-08 16:41:00,2
2019-08-08 16:46:00,1
2019-08-08 16:48:00,1
2019-08-08 16:56:00,2
2019-08-08 17:19:00,2
2019-08-08 17:22:00,1
2019-08-08 17:48:00,1
2019-08-08 17:49:00,1
2019-08-08 17:52:00,1
2019-08-08 17:58:00,1
2019-08-08 18:03:00,2
2019-08-08 18:07:00,2
2019-08-08 18:08:00,1
2019-08-08 18:09:00,1
2019-08-08 18:11:00,1
2019-08-08 18:14:00,2
2019-08-08 18:15:00,1
2019-08-08 18:17:00,1
2019-08-08 18:18:00,2
2019-08-08 18:19:00,2
2019-08-08 18:26:00,2
2019-08-08 19:10:00,1
2019-08-08 19:11:00,1
2019-08-08 19:18:00,1
2019-08-08 19:26:00,1
2019-08-08 19:31:00,2
2019-08-08 19:55:00,1
2019-08-08 20:35:00,1
2019-08-08 20:46:00,1
2019-08-08 20:51:00,2
2019-08-08 21:02:00,1
2019-08-08 21:15:00,2
2019-08-08 21:36:00,2
2019-08-08 21:37:00,1
2019-08-08 22:00:00,1
