95,select * from sppParams where specObjId=#
2019-08-08 06:19:00,1
2019-08-08 07:33:00,1
2019-08-08 07:38:00,1
2019-08-08 07:43:00,1
2019-08-08 07:49:00,1
2019-08-08 07:53:00,1
2019-08-08 07:58:00,1
2019-08-08 08:02:00,1
2019-08-08 08:05:00,1
2019-08-08 08:09:00,1
2019-08-08 08:13:00,1
2019-08-08 08:16:00,1
2019-08-08 08:20:00,1
2019-08-08 08:23:00,1
2019-08-08 08:27:00,1
2019-08-08 08:30:00,1
2019-08-08 08:33:00,1
2019-08-08 08:36:00,1
2019-08-08 08:39:00,1
2019-08-08 08:42:00,1
2019-08-08 08:45:00,1
2019-08-08 08:48:00,1
2019-08-08 08:51:00,1
2019-08-08 08:54:00,1
2019-08-08 08:57:00,1
2019-08-08 08:59:00,1
2019-08-08 09:02:00,1
2019-08-08 09:05:00,1
2019-08-08 09:09:00,1
2019-08-08 09:12:00,1
2019-08-08 09:15:00,1
2019-08-08 09:18:00,1
2019-08-08 09:21:00,1
2019-08-08 09:24:00,1
2019-08-08 09:27:00,1
2019-08-08 09:30:00,1
2019-08-08 09:33:00,1
2019-08-08 09:36:00,1
2019-08-08 09:38:00,1
2019-08-08 09:41:00,1
2019-08-08 09:46:00,1
2019-08-08 09:49:00,1
2019-08-08 09:52:00,1
2019-08-08 09:56:00,1
2019-08-08 09:59:00,1
2019-08-08 10:03:00,1
2019-08-08 10:06:00,1
2019-08-08 10:09:00,1
2019-08-08 10:13:00,1
2019-08-08 10:16:00,1
2019-08-08 10:19:00,1
2019-08-08 10:23:00,1
2019-08-08 10:26:00,1
2019-08-08 10:30:00,1
2019-08-08 10:35:00,1
2019-08-08 10:40:00,1
2019-08-08 10:44:00,1
2019-08-08 10:49:00,1
2019-08-08 10:53:00,1
2019-08-08 10:57:00,1
2019-08-08 11:01:00,1
2019-08-08 11:05:00,1
2019-08-08 11:10:00,1
2019-08-08 11:15:00,1
2019-08-08 11:19:00,1
2019-08-08 11:23:00,1
2019-08-08 11:27:00,1
2019-08-08 11:32:00,1
2019-08-08 11:35:00,1
2019-08-08 11:40:00,1
2019-08-08 11:44:00,1
2019-08-08 11:48:00,1
2019-08-08 11:53:00,1
2019-08-08 11:57:00,1
2019-08-08 12:02:00,1
2019-08-08 12:08:00,1
2019-08-08 12:12:00,1
2019-08-08 12:13:00,1
2019-08-08 12:18:00,1
2019-08-08 12:24:00,1
2019-08-08 12:29:00,1
2019-08-08 12:33:00,1
2019-08-08 12:38:00,1
2019-08-08 12:44:00,1
2019-08-08 12:49:00,1
2019-08-08 12:53:00,1
2019-08-08 12:59:00,1
2019-08-08 13:07:00,1
2019-08-08 13:13:00,1
2019-08-08 13:24:00,1
2019-08-08 13:33:00,1
2019-08-08 13:40:00,1
2019-08-08 14:36:00,1
2019-08-08 18:38:00,1
2019-08-08 21:02:00,1
