2,"SELECT specObjID, psfMag_g, z INTO mydb.sdss1#gal_extras FROM SpecPhotAll   WHERE class=&&& AND subClass!=&&& AND subClass!=&&& AND zWarning=#"
2019-08-08 05:56:00,1
2019-08-08 05:57:00,1
