24,"SELECT up_id, dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) as SpecobjId   FROM #upload WHERE dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-08-08 09:04:00,1
2019-08-08 09:08:00,1
2019-08-08 09:16:00,1
2019-08-08 09:55:00,1
2019-08-08 10:46:00,1
2019-08-08 10:48:00,2
2019-08-08 11:04:00,1
2019-08-08 12:23:00,1
2019-08-08 13:07:00,1
2019-08-08 13:10:00,1
2019-08-08 13:14:00,1
2019-08-08 13:21:00,1
2019-08-08 13:23:00,1
2019-08-08 13:27:00,1
2019-08-08 13:29:00,1
2019-08-08 13:31:00,1
2019-08-08 13:32:00,1
2019-08-08 13:36:00,1
2019-08-08 13:37:00,1
2019-08-08 13:40:00,1
2019-08-08 13:41:00,1
2019-08-08 13:44:00,1
2019-08-08 13:48:00,1
