738,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-08-08 00:00:00,1
2019-08-08 00:01:00,1
2019-08-08 00:02:00,2
2019-08-08 00:03:00,1
2019-08-08 00:04:00,1
2019-08-08 00:05:00,1
2019-08-08 00:06:00,2
2019-08-08 00:07:00,2
2019-08-08 00:08:00,2
2019-08-08 00:09:00,1
2019-08-08 00:10:00,1
2019-08-08 00:11:00,2
2019-08-08 00:12:00,2
2019-08-08 00:13:00,2
2019-08-08 00:14:00,2
2019-08-08 00:15:00,1
2019-08-08 00:16:00,2
2019-08-08 00:17:00,2
2019-08-08 00:18:00,1
2019-08-08 00:19:00,2
2019-08-08 00:20:00,1
2019-08-08 00:21:00,2
2019-08-08 00:22:00,1
2019-08-08 00:23:00,2
2019-08-08 00:24:00,2
2019-08-08 00:25:00,1
2019-08-08 00:26:00,2
2019-08-08 00:27:00,1
2019-08-08 00:28:00,2
2019-08-08 00:29:00,1
2019-08-08 00:30:00,1
2019-08-08 00:31:00,2
2019-08-08 00:32:00,1
2019-08-08 00:33:00,2
2019-08-08 00:34:00,1
2019-08-08 00:35:00,2
2019-08-08 00:36:00,2
2019-08-08 00:37:00,2
2019-08-08 00:38:00,1
2019-08-08 00:39:00,1
2019-08-08 00:40:00,1
2019-08-08 00:41:00,2
2019-08-08 00:42:00,2
2019-08-08 00:43:00,2
2019-08-08 00:44:00,1
2019-08-08 00:45:00,2
2019-08-08 00:46:00,2
2019-08-08 00:47:00,1
2019-08-08 00:48:00,2
2019-08-08 00:49:00,3
2019-08-08 00:50:00,2
2019-08-08 00:51:00,2
2019-08-08 00:52:00,2
2019-08-08 00:53:00,3
2019-08-08 00:54:00,1
2019-08-08 00:59:00,1
2019-08-08 01:00:00,2
2019-08-08 01:01:00,1
2019-08-08 01:03:00,2
2019-08-08 01:05:00,1
2019-08-08 01:07:00,1
2019-08-08 01:09:00,1
2019-08-08 01:11:00,1
2019-08-08 01:13:00,1
2019-08-08 01:15:00,1
2019-08-08 01:17:00,2
2019-08-08 01:18:00,1
2019-08-08 01:19:00,2
2019-08-08 01:20:00,1
2019-08-08 01:21:00,3
2019-08-08 01:23:00,1
2019-08-08 01:24:00,2
2019-08-08 01:25:00,2
2019-08-08 01:26:00,2
2019-08-08 01:27:00,1
2019-08-08 01:28:00,3
2019-08-08 01:30:00,3
2019-08-08 01:31:00,1
2019-08-08 01:32:00,2
2019-08-08 01:33:00,2
2019-08-08 01:34:00,4
2019-08-08 01:35:00,1
2019-08-08 01:36:00,1
