15,"SELECT TOP # bestObjID, z FROM SpecObj WHERE class=&&& AND zWarning=# AND z># AND z<#"
2019-03-08 22:59:00,1
2019-03-08 23:00:00,1
2019-03-08 23:01:00,1
2019-03-08 23:02:00,1
2019-03-08 23:03:00,1
2019-03-08 23:04:00,2
2019-03-08 23:06:00,1
2019-03-08 23:08:00,3
2019-03-08 23:10:00,1
2019-03-08 23:11:00,1
2019-03-08 23:12:00,1
2019-03-08 23:13:00,1
