33,select * from galSpecIndx where specObjId=#
2019-03-08 00:10:00,7
2019-03-08 00:11:00,3
2019-03-08 01:11:00,1
2019-03-08 01:47:00,1
2019-03-08 02:44:00,1
2019-03-08 04:07:00,1
2019-03-08 04:19:00,1
2019-03-08 08:34:00,1
2019-03-08 09:34:00,1
2019-03-08 11:11:00,1
2019-03-08 12:22:00,1
2019-03-08 13:20:00,1
2019-03-08 14:15:00,1
2019-03-08 14:31:00,1
2019-03-08 15:16:00,1
2019-03-08 15:26:00,1
2019-03-08 16:02:00,1
2019-03-08 16:26:00,1
2019-03-08 16:35:00,1
2019-03-08 19:49:00,1
2019-03-08 20:54:00,1
2019-03-08 22:08:00,1
2019-03-08 22:22:00,1
2019-03-08 23:13:00,1
2019-03-08 23:23:00,1
