12,"SELECT TOP # bestobjid, z FROM specobj WHERE class = &&& AND zWarning = # AND z BETWEEN # and # AND survey = &&&"
2019-03-08 06:59:00,1
2019-03-08 07:06:00,1
2019-03-08 07:10:00,1
2019-03-08 07:12:00,1
2019-03-08 07:13:00,1
2019-03-08 07:18:00,1
2019-03-08 07:20:00,1
2019-03-08 07:22:00,1
2019-03-08 07:24:00,1
2019-03-08 07:26:00,1
2019-03-08 07:28:00,1
2019-03-08 07:30:00,1
