257,select * from fDocFunctionParams(&&&)
2019-03-08 00:05:00,1
2019-03-08 00:23:00,1
2019-03-08 01:55:00,1
2019-03-08 02:31:00,1
2019-03-08 03:15:00,1
2019-03-08 03:28:00,1
2019-03-08 03:59:00,1
2019-03-08 05:11:00,1
2019-03-08 06:50:00,1
2019-03-08 10:05:00,1
2019-03-08 12:47:00,7
2019-03-08 12:48:00,15
2019-03-08 12:49:00,15
2019-03-08 12:50:00,18
2019-03-08 12:51:00,19
2019-03-08 12:52:00,15
2019-03-08 12:53:00,16
2019-03-08 12:54:00,13
2019-03-08 12:55:00,14
2019-03-08 12:56:00,20
2019-03-08 12:57:00,20
2019-03-08 12:58:00,17
2019-03-08 12:59:00,17
2019-03-08 13:00:00,16
2019-03-08 13:01:00,10
2019-03-08 13:23:00,1
2019-03-08 13:44:00,1
2019-03-08 14:15:00,1
2019-03-08 14:29:00,1
2019-03-08 14:30:00,1
2019-03-08 14:59:00,1
2019-03-08 16:44:00,1
2019-03-08 16:54:00,1
2019-03-08 17:45:00,1
2019-03-08 18:37:00,1
2019-03-08 19:15:00,1
2019-03-08 19:28:00,1
2019-03-08 20:16:00,1
2019-03-08 22:24:00,1
2019-03-08 23:19:00,1
