33,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-07-01 04:01:00,1
2019-07-01 06:21:00,2
2019-07-01 06:22:00,1
2019-07-01 10:00:00,1
2019-07-01 10:02:00,1
2019-07-01 11:02:00,1
2019-07-01 11:36:00,1
2019-07-01 11:43:00,1
2019-07-01 13:14:00,1
2019-07-01 13:17:00,3
2019-07-01 13:41:00,1
2019-07-01 14:14:00,1
2019-07-01 15:09:00,1
2019-07-01 15:11:00,1
2019-07-01 15:12:00,1
2019-07-01 16:45:00,1
2019-07-01 17:00:00,1
2019-07-01 17:19:00,2
2019-07-01 19:49:00,2
2019-07-01 20:38:00,3
2019-07-01 22:18:00,1
2019-07-01 22:29:00,1
2019-07-01 22:39:00,2
2019-07-01 22:57:00,1
2019-07-01 23:58:00,1
