1049,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-07-01 02:45:00,3
2019-07-01 02:46:00,10
2019-07-01 02:47:00,5
2019-07-01 02:51:00,1
2019-07-01 02:52:00,9
2019-07-01 02:53:00,9
2019-07-01 02:54:00,2
2019-07-01 02:55:00,10
2019-07-01 02:56:00,9
2019-07-01 02:57:00,1
2019-07-01 02:58:00,1
2019-07-01 02:59:00,1
2019-07-01 03:00:00,2
2019-07-01 03:01:00,3
2019-07-01 03:02:00,6
2019-07-01 03:03:00,1
2019-07-01 03:04:00,1
2019-07-01 03:05:00,2
2019-07-01 03:06:00,1
2019-07-01 03:07:00,1
2019-07-01 03:08:00,3
2019-07-01 03:09:00,6
2019-07-01 03:10:00,1
2019-07-01 03:12:00,2
2019-07-01 03:13:00,3
2019-07-01 03:14:00,2
2019-07-01 03:15:00,1
2019-07-01 03:16:00,3
2019-07-01 03:19:00,1
2019-07-01 03:20:00,2
2019-07-01 03:21:00,5
2019-07-01 03:22:00,3
2019-07-01 03:23:00,2
2019-07-01 03:24:00,7
2019-07-01 03:25:00,3
2019-07-01 03:26:00,5
2019-07-01 03:27:00,5
2019-07-01 03:28:00,6
2019-07-01 03:29:00,4
2019-07-01 03:30:00,4
2019-07-01 03:31:00,6
2019-07-01 03:32:00,4
2019-07-01 03:33:00,4
2019-07-01 03:34:00,4
2019-07-01 03:35:00,1
2019-07-01 03:36:00,5
2019-07-01 03:37:00,3
2019-07-01 03:38:00,3
2019-07-01 03:41:00,6
2019-07-01 03:42:00,2
2019-07-01 03:43:00,5
2019-07-01 03:44:00,5
2019-07-01 03:46:00,5
2019-07-01 03:47:00,3
2019-07-01 03:48:00,2
2019-07-01 03:49:00,4
2019-07-01 03:50:00,2
2019-07-01 03:51:00,6
2019-07-01 03:52:00,6
2019-07-01 03:53:00,5
2019-07-01 03:54:00,6
2019-07-01 03:55:00,6
2019-07-01 03:56:00,11
2019-07-01 03:57:00,9
2019-07-01 03:58:00,14
2019-07-01 03:59:00,5
2019-07-01 04:00:00,8
2019-07-01 04:01:00,1
2019-07-01 04:02:00,9
2019-07-01 04:03:00,5
2019-07-01 04:04:00,5
2019-07-01 04:05:00,2
2019-07-01 04:06:00,1
2019-07-01 04:07:00,2
2019-07-01 04:08:00,2
2019-07-01 04:09:00,2
2019-07-01 04:10:00,1
2019-07-01 04:11:00,1
2019-07-01 04:12:00,10
2019-07-01 04:13:00,3
2019-07-01 04:14:00,15
2019-07-01 04:15:00,7
2019-07-01 04:16:00,9
2019-07-01 04:17:00,17
2019-07-01 04:18:00,18
2019-07-01 04:19:00,13
2019-07-01 04:20:00,9
2019-07-01 04:21:00,9
2019-07-01 04:22:00,1
2019-07-01 04:23:00,10
2019-07-01 04:24:00,4
2019-07-01 04:25:00,13
2019-07-01 04:26:00,8
2019-07-01 04:27:00,4
2019-07-01 04:28:00,2
2019-07-01 04:29:00,2
2019-07-01 04:30:00,2
2019-07-01 04:31:00,2
2019-07-01 04:32:00,2
2019-07-01 04:33:00,2
2019-07-01 04:34:00,1
2019-07-01 04:35:00,1
2019-07-01 04:36:00,3
2019-07-01 04:37:00,2
2019-07-01 04:38:00,3
2019-07-01 04:39:00,2
2019-07-01 04:40:00,3
2019-07-01 04:41:00,2
2019-07-01 04:43:00,7
2019-07-01 04:44:00,7
2019-07-01 04:45:00,2
2019-07-01 04:46:00,19
2019-07-01 04:47:00,3
2019-07-01 04:48:00,7
2019-07-01 04:49:00,9
2019-07-01 04:50:00,2
2019-07-01 04:51:00,2
2019-07-01 04:52:00,8
2019-07-01 04:53:00,2
2019-07-01 04:54:00,9
2019-07-01 04:55:00,3
2019-07-01 04:56:00,1
2019-07-01 04:57:00,3
2019-07-01 04:58:00,1
2019-07-01 05:00:00,1
2019-07-01 05:01:00,8
2019-07-01 05:02:00,3
2019-07-01 05:04:00,9
2019-07-01 05:05:00,7
2019-07-01 05:06:00,3
2019-07-01 05:07:00,10
2019-07-01 05:08:00,2
2019-07-01 05:09:00,5
2019-07-01 05:10:00,6
2019-07-01 05:11:00,1
2019-07-01 05:12:00,2
2019-07-01 05:13:00,4
2019-07-01 05:14:00,1
2019-07-01 05:15:00,1
2019-07-01 05:16:00,1
2019-07-01 05:17:00,1
2019-07-01 05:18:00,2
2019-07-01 05:19:00,1
2019-07-01 05:20:00,1
2019-07-01 05:21:00,3
2019-07-01 05:22:00,1
2019-07-01 05:23:00,5
2019-07-01 05:24:00,10
2019-07-01 05:25:00,11
2019-07-01 05:26:00,9
2019-07-01 05:27:00,9
2019-07-01 05:28:00,8
2019-07-01 05:29:00,10
2019-07-01 05:30:00,8
2019-07-01 05:31:00,8
2019-07-01 05:32:00,9
2019-07-01 05:33:00,9
2019-07-01 05:35:00,3
2019-07-01 05:36:00,4
2019-07-01 05:37:00,1
2019-07-01 05:38:00,5
2019-07-01 05:39:00,7
2019-07-01 05:40:00,5
2019-07-01 05:41:00,5
2019-07-01 05:42:00,1
2019-07-01 05:43:00,2
2019-07-01 05:44:00,1
2019-07-01 05:45:00,8
2019-07-01 05:46:00,2
2019-07-01 05:47:00,3
2019-07-01 05:48:00,4
2019-07-01 05:49:00,3
2019-07-01 05:50:00,6
2019-07-01 05:51:00,10
2019-07-01 05:52:00,7
2019-07-01 05:53:00,1
2019-07-01 05:54:00,1
2019-07-01 05:55:00,1
2019-07-01 05:56:00,1
2019-07-01 05:57:00,1
2019-07-01 05:58:00,9
2019-07-01 05:59:00,5
2019-07-01 06:00:00,5
2019-07-01 06:01:00,9
2019-07-01 06:02:00,2
2019-07-01 06:03:00,1
2019-07-01 06:04:00,6
2019-07-01 06:05:00,9
2019-07-01 06:06:00,8
2019-07-01 06:07:00,1
2019-07-01 06:08:00,3
2019-07-01 06:09:00,9
2019-07-01 06:10:00,9
2019-07-01 06:11:00,6
2019-07-01 06:12:00,1
2019-07-01 06:13:00,1
2019-07-01 06:14:00,1
2019-07-01 06:16:00,1
2019-07-01 06:17:00,1
2019-07-01 06:18:00,6
2019-07-01 06:19:00,3
2019-07-01 06:20:00,1
2019-07-01 06:21:00,6
2019-07-01 06:22:00,1
2019-07-01 06:23:00,6
2019-07-01 06:24:00,9
2019-07-01 06:25:00,5
2019-07-01 06:26:00,1
2019-07-01 06:27:00,2
2019-07-01 06:28:00,3
2019-07-01 06:29:00,1
2019-07-01 06:30:00,1
2019-07-01 06:31:00,1
2019-07-01 06:32:00,2
2019-07-01 06:33:00,1
2019-07-01 06:34:00,4
2019-07-01 06:35:00,2
2019-07-01 06:36:00,7
2019-07-01 06:37:00,8
2019-07-01 06:38:00,11
2019-07-01 06:39:00,11
2019-07-01 06:40:00,9
2019-07-01 06:41:00,12
2019-07-01 06:42:00,12
2019-07-01 06:43:00,1
2019-07-01 06:44:00,1
2019-07-01 06:46:00,1
2019-07-01 06:51:00,1
2019-07-01 06:53:00,1
